Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
"AirSculpt Technologies, Inc.",Healthcare,Medical - Care Facilities,US,AIRS,,41.0,23.0,42.0,46.0,96.0,12.0,42.0,47.0,83.0,91.0,42.0,,,,,
"NL Industries, Inc.",Industrials,Security & Protection Services,US,NL,,68.0,9.0,79.0,29.0,95.0,7.0,68.0,79.0,44.0,28.0,84.0,34.0,21.0,41.0,64.0,83.0
K-Bro Linen Inc.,Industrials,Specialty Business Services,CA,KBL.TO,,75.0,83.0,24.0,81.0,18.0,99.0,75.0,40.0,36.0,44.0,92.0,35.0,25.0,76.0,25.0,72.0
"Larimar Therapeutics, Inc.",Healthcare,Biotechnology,US,LRMR,,28.0,16.0,25.0,56.0,46.0,29.0,29.0,74.0,53.0,14.0,83.0,28.0,62.0,60.0,8.0,46.0
enGene Holdings Inc. Common Stock,Healthcare,Biotechnology,CA,ENGN,,19.0,69.0,13.0,57.0,53.0,17.0,20.0,45.0,37.0,47.0,,,,,,
Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,US,ACRE,,30.0,41.0,29.0,68.0,32.0,54.0,31.0,66.0,77.0,45.0,29.0,68.0,95.0,9.0,94.0,2.0
Flagship Communities Real Estate Investment Trust,Real Estate,REIT - Residential,US,MHC-U.TO,,,,,,,,,,,,,,,,,
Xperi Holding Corporation,Technology,Semiconductors,US,XPER,,84.0,11.0,75.0,4.0,39.0,98.0,84.0,38.0,53.0,11.0,72.0,34.0,48.0,42.0,56.0,97.0
"Tango Therapeutics, Inc.",Healthcare,Biotechnology,US,TNGX,,36.0,24.0,60.0,42.0,56.0,28.0,38.0,16.0,9.0,95.0,42.0,,,,,
"Prime Medicine, Inc.",Healthcare,Biotechnology,US,PRME,,26.0,67.0,58.0,34.0,40.0,47.0,27.0,5.0,4.0,4.0,42.0,,,,,
"Verve Therapeutics, Inc.",Healthcare,Biotechnology,US,VERV,,27.0,33.0,52.0,59.0,5.0,77.0,29.0,22.0,14.0,3.0,42.0,,,,,
"Postal Realty Trust, Inc.",Real Estate,REIT - Office,US,PSTL,,56.0,32.0,66.0,57.0,52.0,42.0,57.0,77.0,82.0,93.0,55.0,64.0,42.0,,,
Canadian Banc Corp.,Financial Services,Asset Management,CA,BK.TO,,6.0,43.0,4.0,88.0,2.0,84.0,6.0,5.0,91.0,18.0,92.0,3.0,75.0,94.0,15.0,7.0
"Alpha Teknova, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,TKNO,,65.0,94.0,67.0,14.0,67.0,34.0,65.0,6.0,4.0,61.0,42.0,,,,,
"BNY Mellon Strategic Municipals, Inc.",Financial Services,Asset Management,US,LEO,,57.0,95.0,47.0,76.0,19.0,15.0,58.0,43.0,80.0,45.0,14.0,93.0,26.0,54.0,19.0,97.0
ASA Gold and Precious Metals Limited,Financial Services,Asset Management,US,ASA,,42.0,43.0,40.0,61.0,47.0,44.0,44.0,53.0,49.0,12.0,96.0,1.0,10.0,95.0,8.0,88.0
Runway Growth Finance Corp.,Financial Services,Financial - Credit Services,US,RWAY,,86.0,88.0,14.0,97.0,14.0,54.0,86.0,3.0,74.0,64.0,70.0,17.0,1.0,42.0,,
"8x8, Inc.",Technology,Software - Application,US,EGHT,,76.0,27.0,62.0,39.0,64.0,25.0,69.0,96.0,83.0,3.0,7.0,25.0,66.0,58.0,76.0,17.0
"Tactile Systems Technology, Inc.",Healthcare,Medical - Devices,US,TCMD,,97.0,31.0,98.0,20.0,93.0,16.0,97.0,86.0,45.0,58.0,13.0,89.0,19.0,97.0,94.0,8.0
NanoXplore Inc.,Basic Materials,Chemicals,CA,GRA.TO,,81.0,1.0,12.0,85.0,88.0,4.0,85.0,6.0,15.0,67.0,27.0,0.0,10.0,83.0,1.0,89.0
"J.Jill, Inc.",Consumer Cyclical,Apparel - Retail,US,JILL,,32.0,30.0,87.0,29.0,33.0,92.0,43.0,95.0,8.0,21.0,32.0,60.0,65.0,75.0,36.0,46.0
Waldencast plc,Technology,Software - Application,US,WALD,,77.0,43.0,40.0,61.0,47.0,44.0,77.0,1.0,88.0,47.0,,,,,,
"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,COOK,,98.0,51.0,86.0,10.0,52.0,17.0,98.0,88.0,11.0,90.0,42.0,,,,,
"Haverty Furniture Companies, Inc.",Consumer Cyclical,Home Improvement,US,HVT,,82.0,74.0,92.0,24.0,21.0,65.0,82.0,25.0,36.0,86.0,34.0,73.0,31.0,62.0,38.0,46.0
ZimVie Inc.,Healthcare,Medical - Devices,US,ZIMV,,73.0,19.0,79.0,11.0,44.0,100.0,73.0,21.0,36.0,29.0,24.0,40.0,,,,
"Spire Global, Inc.",Industrials,Specialty Business Services,US,SPIR,,73.0,5.0,84.0,79.0,47.0,9.0,73.0,66.0,6.0,59.0,42.0,,,,,
NVE Corporation,Technology,Semiconductors,US,NVEC,,39.0,19.0,73.0,44.0,40.0,49.0,74.0,48.0,40.0,58.0,37.0,66.0,31.0,39.0,65.0,45.0
"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,US,DNA,,31.0,30.0,43.0,24.0,67.0,43.0,32.0,54.0,19.0,6.0,42.0,40.0,,,,
Tekla Life Sciences Investors,Financial Services,Asset Management,US,HQL,,42.0,43.0,40.0,61.0,47.0,36.0,44.0,87.0,49.0,86.0,42.0,40.0,42.0,42.0,88.0,2.0
"Heritage Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty,US,HRTG,,94.0,12.0,99.0,20.0,92.0,2.0,94.0,8.0,23.0,74.0,72.0,99.0,11.0,15.0,28.0,88.0
"Logility Supply Chain Solutions, Inc.",Technology,Software - Application,US,LGTY,,,,,,,,,,,,,,,,,
i-80 Gold Corp.,Basic Materials,Gold,US,IAU.TO,,29.0,49.0,47.0,1.0,80.0,53.0,31.0,5.0,5.0,14.0,78.0,98.0,42.0,,,
"Enhabit, Inc.",Healthcare,Medical - Care Facilities,US,EHAB,,20.0,88.0,22.0,99.0,15.0,25.0,21.0,30.0,95.0,20.0,42.0,40.0,,,,
Serve Robotics Inc.,Industrials,Industrial - Machinery,US,SERV,,61.0,48.0,23.0,56.0,67.0,11.0,62.0,13.0,49.0,,,,,,,
Luxfer Holdings PLC,Industrials,Industrial - Machinery,US,LXFR,,77.0,68.0,81.0,26.0,69.0,35.0,77.0,29.0,28.0,98.0,11.0,76.0,80.0,17.0,90.0,22.0
Stellus Capital Investment Corporation,Financial Services,Asset Management,US,SCM,,78.0,100.0,95.0,21.0,93.0,0.0,78.0,70.0,1.0,85.0,59.0,2.0,89.0,91.0,57.0,83.0
Freegold Ventures Limited,Basic Materials,Industrial Materials,CA,FVL.TO,,84.0,46.0,10.0,0.0,82.0,79.0,84.0,36.0,80.0,0.0,89.0,76.0,17.0,25.0,79.0,87.0
Cipher Pharmaceuticals Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,CA,CPH.TO,,73.0,18.0,82.0,63.0,20.0,82.0,73.0,37.0,63.0,70.0,27.0,18.0,85.0,79.0,97.0,8.0
"Ranger Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,US,RNGR,,84.0,32.0,73.0,29.0,89.0,21.0,84.0,93.0,7.0,21.0,88.0,95.0,4.0,42.0,43.0,
"The Manitowoc Company, Inc.",Industrials,Agricultural - Machinery,US,MTW,,30.0,2.0,80.0,9.0,72.0,92.0,31.0,55.0,94.0,72.0,88.0,2.0,91.0,3.0,42.0,14.0
BRT Apartments Corp.,Real Estate,REIT - Residential,US,BRT,,64.0,29.0,89.0,29.0,48.0,76.0,65.0,99.0,80.0,10.0,12.0,93.0,71.0,65.0,95.0,2.0
Newtek Business Services Corp.,Financial Services,Asset Management,US,NEWT,,19.0,7.0,2.0,27.0,19.0,90.0,20.0,9.0,97.0,88.0,27.0,35.0,2.0,84.0,6.0,4.0
"Ooma, Inc.",Communication Services,Telecommunications Services,US,OOMA,,69.0,79.0,25.0,91.0,24.0,88.0,66.0,79.0,89.0,13.0,5.0,98.0,93.0,86.0,4.0,98.0
Patriot Battery Metals Inc.,Basic Materials,Industrial Materials,CA,PMET.TO,,7.0,2.0,74.0,14.0,3.0,76.0,7.0,3.0,45.0,74.0,65.0,21.0,42.0,,,
"Contineum Therapeutics, Inc. Class A Common Stock",Healthcare,Biotechnology,US,CTNM,,91.0,60.0,38.0,72.0,13.0,9.0,91.0,69.0,49.0,,,,,,,
"4D Molecular Therapeutics, Inc.",Healthcare,Biotechnology,US,FDMT,,53.0,47.0,38.0,53.0,1.0,81.0,54.0,36.0,31.0,25.0,8.0,4.0,42.0,,,
Altius Renewable Royalties Corp.,Utilities,Renewable Utilities,CA,ARR.TO,,88.0,14.0,20.0,51.0,92.0,60.0,87.0,64.0,22.0,58.0,42.0,40.0,,,,
"Alector, Inc.",Healthcare,Biotechnology,US,ALEC,,1.0,57.0,38.0,44.0,49.0,38.0,1.0,13.0,93.0,17.0,6.0,99.0,20.0,42.0,,
"Groupon, Inc.",Communication Services,Internet Content & Information,US,GRPN,,70.0,6.0,88.0,15.0,95.0,75.0,70.0,46.0,17.0,7.0,14.0,77.0,62.0,15.0,33.0,75.0
New Pacific Metals Corp.,Basic Materials,Other Precious Metals,CA,NUAG.TO,,62.0,18.0,69.0,77.0,4.0,72.0,30.0,55.0,24.0,22.0,5.0,28.0,66.0,33.0,78.0,40.0
Matrix Service Company,Industrials,Engineering & Construction,US,MTRX,,97.0,17.0,74.0,54.0,89.0,2.0,86.0,1.0,16.0,55.0,18.0,97.0,6.0,68.0,13.0,76.0
"Source Capital, Inc.",Financial Services,Asset Management,US,SOR,,42.0,43.0,40.0,61.0,47.0,44.0,44.0,53.0,49.0,12.0,97.0,6.0,85.0,94.0,7.0,21.0
First Bank,Financial Services,Banks - Regional,US,FRBA,,94.0,12.0,86.0,69.0,14.0,98.0,94.0,72.0,62.0,62.0,18.0,90.0,85.0,85.0,53.0,34.0
"Southern States Bancshares, Inc.",Financial Services,Banks - Regional,US,SSBK,,44.0,65.0,25.0,83.0,25.0,43.0,45.0,72.0,89.0,53.0,39.0,40.0,,,,
"MaxCyte, Inc.",Healthcare,Medical - Devices,US,MXCT,,17.0,51.0,66.0,1.0,83.0,57.0,18.0,29.0,37.0,50.0,65.0,34.0,3.0,1.0,86.0,5.0
"NewtekOne, Inc. 8.00% Fixed Rate Senior Notes due 2028",Financial Services,Financial - Credit Services,US,NEWTI,,4.0,1.0,17.0,27.0,84.0,6.0,4.0,10.0,96.0,94.0,80.0,7.0,30.0,78.0,12.0,4.0
"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products,US,NUS,,51.0,25.0,98.0,21.0,52.0,68.0,52.0,36.0,24.0,87.0,32.0,21.0,57.0,31.0,98.0,9.0
Medical Facilities Corporation,Healthcare,Medical - Care Facilities,CA,DR.TO,,63.0,68.0,24.0,71.0,63.0,34.0,63.0,36.0,41.0,59.0,38.0,49.0,49.0,40.0,36.0,54.0
"El Pollo Loco Holdings, Inc.",Consumer Cyclical,Restaurants,US,LOCO,,48.0,6.0,65.0,75.0,33.0,23.0,49.0,35.0,68.0,58.0,27.0,29.0,56.0,31.0,90.0,75.0
"FS Bancorp, Inc.",Financial Services,Banks - Regional,US,FSBW,,14.0,4.0,26.0,78.0,21.0,41.0,15.0,83.0,96.0,3.0,15.0,77.0,96.0,92.0,12.0,7.0
"Porch Group, Inc.",Technology,Software - Application,US,PRCH,,94.0,85.0,3.0,86.0,4.0,96.0,94.0,78.0,68.0,18.0,54.0,40.0,,,,
STEP Energy Services Ltd.,Energy,Oil & Gas Equipment & Services,CA,STEP.TO,,69.0,22.0,95.0,27.0,34.0,68.0,69.0,87.0,67.0,27.0,20.0,90.0,97.0,4.0,16.0,85.0
"CVRx, Inc.",Healthcare,Medical - Devices,US,CVRX,,50.0,39.0,46.0,41.0,50.0,66.0,51.0,23.0,21.0,30.0,42.0,,,,,
"Lifeway Foods, Inc.",Consumer Defensive,Packaged Foods,US,LWAY,,94.0,54.0,90.0,29.0,31.0,88.0,94.0,34.0,41.0,81.0,83.0,20.0,24.0,25.0,72.0,36.0
CHS Inc.,Consumer Defensive,Agricultural Farm Products,US,CHSCL,,13.0,79.0,90.0,28.0,11.0,26.0,78.0,91.0,34.0,43.0,57.0,61.0,24.0,90.0,14.0,20.0
"Golden Matrix Group, Inc.",Technology,Electronic Gaming & Multimedia,US,GMGI,,42.0,40.0,32.0,94.0,82.0,12.0,,53.0,49.0,69.0,97.0,99.0,1.0,88.0,4.0,8.0
Morguard Real Estate Investment Trust,Real Estate,REIT - Diversified,CA,MRT-UN.TO,,35.0,88.0,47.0,28.0,45.0,89.0,36.0,47.0,80.0,22.0,39.0,35.0,32.0,64.0,37.0,65.0
Corby Spirit and Wine Limited,Consumer Defensive,Beverages - Wineries & Distilleries,CA,CSW-B.TO,,34.0,16.0,92.0,14.0,96.0,9.0,29.0,62.0,39.0,47.0,,,,,,
Discovery Silver Corp.,Basic Materials,Silver,CA,DSV.TO,,83.0,78.0,4.0,11.0,93.0,30.0,83.0,36.0,17.0,11.0,51.0,2.0,1.0,1.0,5.0,93.0
"Amylyx Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,AMLX,,85.0,65.0,0.0,18.0,94.0,7.0,85.0,9.0,16.0,5.0,42.0,,,,,
"Civista Bancshares, Inc.",Financial Services,Banks - Regional,US,CIVB,,89.0,50.0,98.0,92.0,13.0,52.0,89.0,29.0,67.0,34.0,89.0,37.0,64.0,64.0,48.0,68.0
Saratoga Investment Corp.,Financial Services,Asset Management,US,SAR,,88.0,64.0,91.0,90.0,8.0,81.0,68.0,6.0,6.0,80.0,23.0,2.0,91.0,79.0,26.0,68.0
XOMA Corporation,Healthcare,Biotechnology,US,XOMA,,19.0,3.0,81.0,40.0,15.0,76.0,20.0,8.0,87.0,99.0,89.0,2.0,89.0,35.0,81.0,13.0
IBEX Limited,Technology,Information Technology Services,US,IBEX,,32.0,20.0,65.0,98.0,10.0,20.0,33.0,86.0,27.0,99.0,92.0,5.0,89.0,42.0,43.0,
"Quad/Graphics, Inc.",Industrials,Specialty Business Services,US,QUAD,,39.0,25.0,76.0,11.0,87.0,31.0,40.0,63.0,34.0,65.0,19.0,24.0,40.0,49.0,64.0,23.0
Ispire Technology Inc.,Consumer Defensive,Tobacco,US,ISPR,,6.0,100.0,8.0,89.0,70.0,26.0,43.0,5.0,49.0,,,,,,,
PrimeEnergy Resources Corporation,Energy,Oil & Gas Exploration & Production,US,PNRG,,92.0,93.0,15.0,68.0,54.0,96.0,92.0,65.0,81.0,25.0,22.0,38.0,95.0,16.0,14.0,83.0
Horizon Technology Finance Corp,Financial Services,Asset Management,US,HTFC,,86.0,3.0,57.0,40.0,87.0,3.0,86.0,6.0,9.0,77.0,4.0,64.0,7.0,95.0,5.0,97.0
First Internet Bancorp,Financial Services,Banks - Regional,US,INBK,,10.0,13.0,94.0,61.0,9.0,86.0,10.0,79.0,94.0,88.0,5.0,64.0,36.0,91.0,97.0,11.0
"Southern First Bancshares, Inc.",Financial Services,Banks - Regional,US,SFST,,13.0,92.0,95.0,22.0,19.0,94.0,13.0,30.0,93.0,59.0,19.0,86.0,48.0,31.0,96.0,20.0
"Intrepid Potash, Inc.",Basic Materials,Agricultural Inputs,US,IPI,,16.0,11.0,26.0,98.0,98.0,11.0,16.0,62.0,89.0,26.0,26.0,95.0,93.0,5.0,11.0,89.0
"Codexis, Inc.",Healthcare,Biotechnology,US,CDXS,,2.0,38.0,19.0,73.0,66.0,43.0,2.0,92.0,61.0,28.0,61.0,14.0,4.0,2.0,4.0,89.0
"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,Auto - Recreational Vehicles,US,MCFT,,9.0,79.0,3.0,23.0,94.0,8.0,81.0,59.0,87.0,23.0,63.0,87.0,30.0,67.0,61.0,77.0
Saratoga Investment Corp 6.00% ,Financial Services,Asset Management,US,SAT,,2.0,100.0,91.0,50.0,51.0,31.0,57.0,92.0,25.0,84.0,63.0,29.0,91.0,16.0,69.0,68.0
Northern Dynasty Minerals Ltd.,Basic Materials,Industrial Materials,CA,NDM.TO,,50.0,49.0,31.0,81.0,3.0,75.0,51.0,70.0,74.0,57.0,42.0,17.0,12.0,75.0,22.0,5.0
Horizon Technology Finance Corporation,Financial Services,Asset Management,US,HTFB,,86.0,3.0,57.0,40.0,87.0,3.0,86.0,6.0,9.0,77.0,4.0,64.0,7.0,95.0,5.0,97.0
"GigCapital4, Inc.",Financial Services,Shell Companies,US,GIG,,42.0,28.0,65.0,61.0,47.0,65.0,,,,47.0,24.0,40.0,,,,
"Domo, Inc.",Technology,Software - Application,US,DOMO,,86.0,3.0,14.0,95.0,2.0,29.0,1.0,87.0,82.0,73.0,62.0,38.0,42.0,,,
Saratoga Investment Corp 8.50% ,Financial Services,Investment - Banking & Investment Services,US,SAZ,,2.0,100.0,91.0,50.0,51.0,31.0,57.0,92.0,25.0,84.0,63.0,29.0,91.0,16.0,69.0,68.0
Artesian Resources Corporation,Utilities,Regulated Water,US,ARTNA,,65.0,70.0,22.0,78.0,51.0,77.0,65.0,38.0,77.0,56.0,21.0,27.0,66.0,53.0,79.0,36.0
"America's Car-Mart, Inc.",Consumer Cyclical,Auto - Dealerships,US,CRMT,,71.0,25.0,6.0,89.0,66.0,5.0,30.0,12.0,5.0,35.0,92.0,75.0,16.0,62.0,19.0,99.0
"Lightwave Logic, Inc.",Basic Materials,Chemicals - Specialty,US,LWLG,,31.0,52.0,49.0,18.0,60.0,52.0,32.0,49.0,16.0,45.0,35.0,48.0,19.0,56.0,35.0,38.0
"American Public Education, Inc.",Consumer Defensive,Education & Training Services,US,APEI,,75.0,53.0,24.0,98.0,11.0,61.0,75.0,84.0,23.0,62.0,31.0,34.0,30.0,40.0,37.0,53.0
Saratoga Investment Corp 8.125%,Financial Services,Investment - Banking & Investment Services,US,SAY,,2.0,100.0,91.0,50.0,51.0,31.0,57.0,92.0,25.0,84.0,63.0,29.0,91.0,16.0,69.0,68.0
"Eventbrite, Inc.",Technology,Software - Application,US,EB,,86.0,90.0,6.0,91.0,5.0,93.0,86.0,15.0,88.0,2.0,96.0,12.0,99.0,42.0,,
Aehr Test Systems,Technology,Semiconductors,US,AEHR,,10.0,79.0,81.0,3.0,11.0,25.0,11.0,97.0,89.0,27.0,84.0,3.0,84.0,71.0,5.0,5.0
Calfrac Well Services Ltd.,Energy,Oil & Gas Equipment & Services,CA,CWF.TO,,,,,,,,,,,,,,,,,
Saratoga Investment Corp 8.00% ,Financial Services,Investment - Banking & Investment Services,US,SAJ,,2.0,100.0,91.0,50.0,51.0,31.0,57.0,92.0,25.0,84.0,63.0,29.0,91.0,16.0,69.0,68.0
Hamilton Thorne Ltd.,Healthcare,Medical - Instruments & Supplies,US,HTL.TO,,78.0,11.0,90.0,27.0,98.0,10.0,78.0,20.0,42.0,42.0,81.0,72.0,94.0,42.0,,
"Weyco Group, Inc.",Consumer Cyclical,Apparel - Footwear & Accessories,US,WEYS,,96.0,12.0,15.0,32.0,79.0,39.0,95.0,3.0,19.0,95.0,23.0,14.0,23.0,99.0,7.0,21.0
"Nathan's Famous, Inc.",Consumer Cyclical,Restaurants,US,NATH,,44.0,79.0,29.0,91.0,17.0,93.0,59.0,76.0,46.0,57.0,19.0,86.0,29.0,37.0,96.0,14.0
"Oil States International, Inc.",Energy,Oil & Gas Equipment & Services,US,OIS,,79.0,87.0,85.0,4.0,18.0,16.0,79.0,96.0,17.0,44.0,76.0,55.0,20.0,19.0,19.0,22.0
"Methode Electronics, Inc.",Technology,"Hardware, Equipment & Parts",US,MEI,,13.0,20.0,33.0,100.0,80.0,10.0,67.0,26.0,68.0,73.0,31.0,27.0,72.0,34.0,83.0,91.0
"Mayville Engineering Company, Inc.",Industrials,Manufacturing - Metal Fabrication,US,MEC,,27.0,30.0,78.0,32.0,67.0,100.0,28.0,94.0,24.0,57.0,35.0,64.0,42.0,,,
"Cross Country Healthcare, Inc.",Healthcare,Medical - Care Facilities,US,CCRN,,82.0,14.0,97.0,31.0,17.0,23.0,82.0,94.0,4.0,95.0,12.0,16.0,79.0,83.0,97.0,8.0
Marine Products Corporation,Consumer Cyclical,Auto - Recreational Vehicles,US,MPX,,55.0,63.0,15.0,59.0,99.0,10.0,56.0,100.0,17.0,38.0,81.0,24.0,86.0,41.0,83.0,42.0
AerSale Corporation,Industrials,"Airlines, Airports & Air Services",US,ASLE,,0.0,86.0,57.0,6.0,79.0,68.0,0.0,13.0,97.0,11.0,66.0,50.0,42.0,,,
"NI Holdings, Inc.",Financial Services,Insurance - Property & Casualty,US,NODK,,91.0,5.0,49.0,39.0,94.0,5.0,91.0,6.0,29.0,85.0,70.0,60.0,91.0,14.0,82.0,46.0
"Natural Gas Services Group, Inc.",Energy,Oil & Gas Equipment & Services,US,NGS,,21.0,48.0,91.0,90.0,3.0,26.0,22.0,50.0,41.0,58.0,72.0,73.0,17.0,27.0,65.0,37.0
"Arteris, Inc.",Technology,Semiconductors,US,AIP,,7.0,91.0,25.0,87.0,43.0,14.0,7.0,2.0,13.0,15.0,42.0,,,,,
"Orion Group Holdings, Inc.",Industrials,Engineering & Construction,US,ORN,,80.0,93.0,58.0,11.0,94.0,13.0,80.0,100.0,16.0,100.0,9.0,20.0,78.0,36.0,89.0,38.0
"Viemed Healthcare, Inc.",Healthcare,Medical - Devices,US,VMD,,77.0,60.0,96.0,21.0,50.0,79.0,77.0,69.0,31.0,84.0,30.0,86.0,86.0,22.0,67.0,46.0
"AVITA Medical, Inc.",Healthcare,Medical - Devices,US,RCEL,,42.0,41.0,39.0,9.0,37.0,54.0,,53.0,70.0,47.0,9.0,34.0,25.0,55.0,52.0,14.0
"Citizens Financial Services, Inc.",Financial Services,Banks - Regional,US,CZFS,,28.0,14.0,25.0,71.0,77.0,89.0,30.0,43.0,92.0,23.0,52.0,75.0,39.0,70.0,28.0,38.0
Collective Mining Ltd.,Basic Materials,Gold,CA,CNL.TO,,29.0,52.0,17.0,74.0,28.0,28.0,31.0,16.0,5.0,47.0,,,,,,
MBIA Inc.,Financial Services,Insurance - Specialty,US,MBI,,74.0,94.0,69.0,1.0,81.0,6.0,74.0,7.0,92.0,42.0,30.0,79.0,3.0,5.0,85.0,9.0
"European Wax Center, Inc.",Consumer Defensive,Household & Personal Products,US,EWCZ,,61.0,47.0,59.0,43.0,44.0,47.0,50.0,99.0,18.0,47.0,,,,,,
E Split Corp.,Financial Services,Investment - Banking & Investment Services,CA,ENS.TO,,2.0,43.0,56.0,61.0,1.0,44.0,2.0,87.0,5.0,1.0,90.0,40.0,,,,
Inflection Point Acquisition Corp. II,Financial Services,Shell Companies,US,IPXX,,42.0,4.0,56.0,55.0,67.0,75.0,44.0,,,,,,,,,
Titan Machinery Inc.,Industrials,Industrial - Distribution,US,TITN,,3.0,78.0,6.0,7.0,89.0,68.0,9.0,47.0,100.0,12.0,16.0,21.0,19.0,97.0,91.0,74.0
Pro Real Estate Investment Trust,Real Estate,REIT - Diversified,CA,PRV-UN.TO,,53.0,99.0,11.0,64.0,38.0,98.0,54.0,50.0,67.0,72.0,72.0,80.0,91.0,28.0,100.0,12.0
"Orange County Bancorp, Inc.",Financial Services,Banks - Regional,US,OBT,,71.0,52.0,90.0,23.0,71.0,55.0,71.0,79.0,82.0,34.0,64.0,77.0,59.0,55.0,33.0,42.0
biote Corp.,Healthcare,Medical - Care Facilities,US,BTMD,,95.0,71.0,59.0,65.0,99.0,11.0,95.0,10.0,68.0,53.0,42.0,,,,,
Imperial Metals Corporation,Basic Materials,Copper,CA,III.TO,,83.0,66.0,98.0,87.0,37.0,5.0,83.0,2.0,31.0,93.0,8.0,93.0,14.0,94.0,2.0,13.0
"Gevo, Inc.",Basic Materials,Chemicals - Specialty,US,GEVO,,40.0,48.0,57.0,78.0,3.0,89.0,42.0,39.0,14.0,55.0,22.0,67.0,42.0,70.0,69.0,66.0
"CS Disco, Inc.",Technology,Software - Application,US,LAW,,70.0,4.0,74.0,4.0,86.0,46.0,71.0,12.0,55.0,62.0,42.0,,,,,
Pure Cycle Corporation,Utilities,Regulated Water,US,PCYO,,91.0,90.0,89.0,81.0,4.0,13.0,8.0,96.0,19.0,96.0,100.0,88.0,3.0,84.0,1.0,89.0
Johnson Outdoors Inc.,Consumer Cyclical,Leisure,US,JOUT,,90.0,95.0,63.0,2.0,12.0,100.0,90.0,6.0,46.0,72.0,24.0,75.0,54.0,91.0,18.0,61.0
Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,CA,ACB.TO,,69.0,4.0,72.0,9.0,73.0,74.0,40.0,78.0,72.0,16.0,8.0,2.0,15.0,8.0,1.0,85.0
Civeo Corporation,Industrials,Specialty Business Services,US,CVEO,,47.0,53.0,93.0,23.0,52.0,80.0,49.0,57.0,36.0,79.0,77.0,37.0,34.0,12.0,21.0,35.0
Pine Cliff Energy Ltd.,Energy,Oil & Gas Exploration & Production,CA,PNE.TO,,15.0,66.0,28.0,35.0,54.0,58.0,15.0,92.0,96.0,24.0,87.0,14.0,58.0,56.0,18.0,92.0
"Kaltura, Inc.",Technology,Software - Infrastructure,US,KLTR,,81.0,96.0,24.0,8.0,35.0,86.0,81.0,12.0,4.0,99.0,42.0,,,,,
Clarke Inc.,Consumer Cyclical,Travel Lodging,CA,CKI.TO,,88.0,77.0,92.0,13.0,38.0,97.0,88.0,90.0,34.0,8.0,39.0,92.0,42.0,81.0,15.0,23.0
BlackSky Technology Inc.,Technology,"Hardware, Equipment & Parts",US,BKSY,,76.0,84.0,59.0,13.0,2.0,9.0,76.0,53.0,63.0,0.0,0.0,40.0,,,,
Pizza Pizza Royalty Corp.,Consumer Cyclical,Restaurants,CA,PZA.TO,,50.0,46.0,50.0,52.0,44.0,54.0,51.0,65.0,48.0,39.0,53.0,39.0,50.0,48.0,51.0,53.0
Holley Inc.,Consumer Cyclical,Auto - Parts,US,HLLY,,97.0,12.0,60.0,42.0,66.0,28.0,97.0,27.0,21.0,98.0,93.0,40.0,,,,
Denny's Corporation,Consumer Cyclical,Restaurants,US,DENN,,81.0,21.0,100.0,19.0,69.0,30.0,81.0,25.0,99.0,12.0,19.0,36.0,57.0,33.0,54.0,75.0
European Residential Real Estate Investment Trust,Real Estate,REIT - Residential,CA,ERE-UN.TO,,37.0,39.0,36.0,58.0,59.0,43.0,39.0,60.0,70.0,83.0,98.0,94.0,100.0,42.0,,
Berry Corporation,Energy,Oil & Gas Exploration & Production,US,BRY,,18.0,42.0,82.0,30.0,70.0,36.0,19.0,92.0,31.0,33.0,92.0,26.0,98.0,10.0,12.0,99.0
"Jasper Therapeutics, Inc.",Healthcare,Biotechnology,US,JSPR,,33.0,5.0,55.0,64.0,27.0,51.0,34.0,30.0,19.0,2.0,42.0,,,,,
"John Marshall Bancorp, Inc.",Financial Services,Banks - Regional,US,JMSB,,18.0,15.0,100.0,20.0,87.0,19.0,19.0,56.0,70.0,71.0,74.0,52.0,63.0,59.0,57.0,56.0
"ChoiceOne Financial Services, Inc.",Financial Services,Banks - Regional,US,COFS,,45.0,9.0,35.0,93.0,9.0,77.0,47.0,67.0,95.0,41.0,36.0,67.0,24.0,93.0,17.0,26.0
Exco Technologies Limited,Consumer Cyclical,Auto - Parts,CA,XTC.TO,,89.0,64.0,50.0,48.0,32.0,93.0,88.0,24.0,36.0,46.0,75.0,23.0,49.0,81.0,49.0,86.0
