Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,Financial Services,Shell Companies,US,ANSC,39.0,37.0,47.0,42.0,50.0,39.0,43.0,38.0,47.0,44.0,,,,,,,
Omeros Corporation,Healthcare,Biotechnology,US,OMER,16.0,98.0,10.0,7.0,6.0,8.0,7.0,98.0,8.0,7.0,12.0,18.0,13.0,24.0,13.0,17.0,21.0
"Aura Biosciences, Inc.",Healthcare,Biotechnology,US,AURA,19.0,19.0,22.0,20.0,17.0,20.0,20.0,19.0,20.0,22.0,21.0,23.0,,,,,
"SIGA Technologies, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,SIGA,90.0,95.0,29.0,61.0,39.0,98.0,31.0,96.0,76.0,54.0,84.0,24.0,85.0,29.0,3.0,98.0,96.0
"Titan International, Inc.",Industrials,Agricultural - Machinery,US,TWI,27.0,87.0,9.0,96.0,33.0,72.0,84.0,87.0,84.0,27.0,84.0,63.0,10.0,23.0,38.0,76.0,88.0
"SelectQuote, Inc.",Financial Services,Insurance - Brokers,US,SLQT,51.0,45.0,19.0,84.0,98.0,10.0,9.0,26.0,5.0,27.0,30.0,39.0,38.0,,,,
Bank7 Corp.,Financial Services,Banks - Regional,US,BSVN,89.0,93.0,85.0,76.0,95.0,90.0,89.0,93.0,90.0,90.0,91.0,82.0,96.0,91.0,82.0,,
Innovid Corp.,Communication Services,Advertising Agencies,US,CTV,56.0,46.0,81.0,38.0,61.0,61.0,71.0,47.0,27.0,26.0,26.0,38.0,,,,,
"Taysha Gene Therapies, Inc.",Healthcare,Biotechnology,US,TSHA,21.0,12.0,20.0,21.0,26.0,19.0,18.0,12.0,4.0,6.0,16.0,42.0,,,,,
"Ouster, Inc.",Technology,"Hardware, Equipment & Parts",US,OUST,22.0,10.0,29.0,19.0,34.0,14.0,8.0,10.0,7.0,18.0,9.0,8.0,6.0,,,,
PHX Energy Services Corp.,Energy,Oil & Gas Drilling,CA,PHX.TO,75.0,74.0,81.0,81.0,21.0,88.0,82.0,75.0,27.0,63.0,95.0,85.0,13.0,8.0,24.0,98.0,14.0
"Farmers & Merchants Bancorp, Inc.",Financial Services,Banks - Regional,US,FMAO,80.0,56.0,87.0,79.0,62.0,76.0,51.0,57.0,82.0,80.0,79.0,73.0,52.0,65.0,72.0,87.0,93.0
BMTC Group Inc.,Consumer Cyclical,Specialty Retail,CA,GBT.TO,30.0,35.0,34.0,48.0,24.0,37.0,34.0,39.0,84.0,92.0,76.0,65.0,70.0,81.0,53.0,74.0,77.0
Chatham Lodging Trust,Real Estate,REIT - Hotel & Motel,US,CLDT,90.0,89.0,94.0,88.0,40.0,52.0,89.0,89.0,80.0,58.0,19.0,72.0,32.0,16.0,81.0,78.0,62.0
Clearwater Paper Corporation,Basic Materials,"Paper, Lumber & Forest Products",US,CLW,87.0,94.0,16.0,50.0,93.0,91.0,96.0,94.0,91.0,82.0,96.0,10.0,8.0,27.0,43.0,54.0,57.0
"Allogene Therapeutics, Inc.",Healthcare,Biotechnology,US,ALLO,11.0,11.0,14.0,9.0,14.0,12.0,11.0,10.0,16.0,18.0,20.0,20.0,22.0,39.0,,,
Life & Banc Split Corp.,Financial Services,Asset Management,CA,LBS.TO,35.0,19.0,39.0,40.0,27.0,54.0,16.0,18.0,17.0,24.0,79.0,58.0,10.0,7.0,89.0,8.0,92.0
D-Wave Quantum Inc.,Technology,Computer Hardware,CA,QBTS,24.0,10.0,12.0,14.0,22.0,11.0,9.0,10.0,15.0,30.0,17.0,,,,,,
"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology,US,RIGL,51.0,27.0,91.0,45.0,29.0,25.0,35.0,27.0,14.0,49.0,16.0,15.0,14.0,11.0,6.0,19.0,6.0
Acacia Research Corporation,Industrials,Specialty Business Services,US,ACTG,18.0,25.0,60.0,5.0,97.0,25.0,47.0,25.0,16.0,30.0,10.0,23.0,90.0,91.0,86.0,15.0,24.0
North American Financial 15 Split Corp.,Financial Services,Asset Management,CA,FFN.TO,86.0,68.0,86.0,92.0,95.0,79.0,87.0,68.0,8.0,1.0,98.0,96.0,9.0,2.0,86.0,16.0,4.0
"SandRidge Energy, Inc.",Energy,Oil & Gas Exploration & Production,US,SD,92.0,90.0,88.0,66.0,84.0,87.0,83.0,90.0,92.0,96.0,94.0,5.0,14.0,21.0,18.0,1.0,0.0
"Zenas BioPharma, Inc.",Healthcare,Biotechnology,US,ZBIO,40.0,,,,,,,,,,,,,,,,
AutoCanada Inc.,Consumer Cyclical,Auto - Dealerships,CA,ACQ.TO,13.0,15.0,33.0,63.0,12.0,7.0,74.0,15.0,89.0,75.0,90.0,95.0,15.0,81.0,73.0,26.0,65.0
"WideOpenWest, Inc.",Communication Services,Telecommunications Services,US,WOW,20.0,12.0,60.0,52.0,9.0,11.0,26.0,12.0,20.0,34.0,64.0,57.0,20.0,13.0,18.0,31.0,26.0
"Carter Bankshares, Inc.",Financial Services,Banks - Regional,US,CARE,76.0,82.0,79.0,33.0,94.0,67.0,73.0,83.0,89.0,92.0,35.0,66.0,80.0,86.0,83.0,88.0,93.0
AMC Networks Inc.,Communication Services,Entertainment,US,AMCX,99.0,94.0,96.0,99.0,99.0,93.0,98.0,94.0,93.0,75.0,96.0,93.0,92.0,85.0,88.0,67.0,80.0
"Star Group, L.P.",Energy,Oil & Gas Refining & Marketing,US,SGU,93.0,96.0,97.0,98.0,8.0,85.0,99.0,96.0,67.0,88.0,96.0,94.0,78.0,45.0,93.0,96.0,98.0
Genie Energy Ltd.,Utilities,Regulated Electric,US,GNE,86.0,74.0,79.0,91.0,82.0,47.0,93.0,74.0,96.0,98.0,84.0,79.0,87.0,41.0,43.0,16.0,13.0
"Acelyrin, Inc.",Healthcare,Biotechnology,US,SLRN,10.0,13.0,9.0,11.0,13.0,12.0,21.0,13.0,20.0,21.0,,,,,,,
TWC Enterprises Limited,Consumer Cyclical,Leisure,CA,TWC.TO,91.0,70.0,49.0,30.0,98.0,84.0,26.0,71.0,46.0,88.0,66.0,89.0,16.0,66.0,70.0,89.0,68.0
"Hudson Pacific Properties, Inc.",Real Estate,REIT - Office,US,HPP,96.0,92.0,92.0,89.0,95.0,51.0,92.0,92.0,91.0,69.0,17.0,65.0,28.0,42.0,14.0,3.0,28.0
3D Systems Corporation,Technology,Computer Hardware,US,DDD,17.0,22.0,21.0,19.0,33.0,18.0,29.0,22.0,27.0,49.0,28.0,47.0,28.0,35.0,49.0,28.0,44.0
Foghorn Therapeutics Inc.,Healthcare,Biotechnology,US,FHTX,16.0,11.0,21.0,14.0,12.0,12.0,9.0,11.0,99.0,23.0,20.0,20.0,21.0,,,,
RBB Bancorp,Financial Services,Banks - Regional,US,RBB,77.0,87.0,91.0,70.0,66.0,26.0,95.0,87.0,94.0,98.0,96.0,99.0,9.0,80.0,94.0,84.0,19.0
"Clearfield, Inc.",Technology,Communication Equipment,US,CLFD,55.0,51.0,66.0,51.0,37.0,60.0,57.0,53.0,43.0,51.0,49.0,80.0,48.0,50.0,56.0,44.0,74.0
Gladstone Land Corporation,Real Estate,REIT - Industrial,US,LAND,73.0,65.0,34.0,82.0,58.0,77.0,35.0,66.0,63.0,57.0,53.0,60.0,21.0,43.0,30.0,47.0,46.0
"Village Super Market, Inc.",Consumer Defensive,Grocery Stores,US,VLGEA,62.0,59.0,77.0,25.0,84.0,63.0,93.0,94.0,85.0,82.0,76.0,83.0,69.0,73.0,87.0,31.0,43.0
GoGold Resources Inc.,Basic Materials,Other Precious Metals,CA,GGD.TO,31.0,34.0,32.0,30.0,38.0,38.0,42.0,35.0,45.0,54.0,48.0,12.0,6.0,10.0,14.0,24.0,12.0
Dexterra Group Inc.,Industrials,Specialty Business Services,CA,DXT.TO,79.0,91.0,46.0,27.0,28.0,97.0,74.0,91.0,89.0,83.0,92.0,35.0,51.0,36.0,38.0,93.0,
Mercer International Inc.,Basic Materials,"Paper, Lumber & Forest Products",CA,MERC,18.0,14.0,13.0,95.0,15.0,18.0,11.0,13.0,95.0,58.0,21.0,91.0,95.0,86.0,91.0,94.0,93.0
Vecima Networks Inc.,Technology,Communication Equipment,CA,VCM.TO,33.0,31.0,79.0,91.0,15.0,18.0,47.0,26.0,33.0,46.0,32.0,26.0,47.0,37.0,91.0,70.0,93.0
"Financial Institutions, Inc.",Financial Services,Banks - Regional,US,FISI,22.0,52.0,54.0,97.0,88.0,4.0,98.0,52.0,97.0,87.0,82.0,87.0,91.0,84.0,80.0,83.0,85.0
Firm Capital Mortgage Investment Corporation,Financial Services,Financial - Mortgages,CA,FC.TO,87.0,88.0,78.0,85.0,84.0,82.0,82.0,88.0,84.0,76.0,81.0,77.0,79.0,92.0,87.0,87.0,90.0
"Cartesian Therapeutics, Inc.",Healthcare,Biotechnology,US,RNAC,21.0,10.0,11.0,6.0,18.0,17.0,21.0,10.0,18.0,13.0,82.0,5.0,3.0,7.0,14.0,19.0,
Zumiez Inc.,Consumer Cyclical,Apparel - Retail,US,ZUMZ,49.0,37.0,38.0,17.0,97.0,33.0,19.0,31.0,83.0,87.0,82.0,77.0,78.0,74.0,49.0,64.0,66.0
Entrée Resources Ltd.,Basic Materials,Industrial Materials,CA,ETG.TO,36.0,37.0,35.0,39.0,43.0,38.0,38.0,37.0,41.0,34.0,30.0,26.0,34.0,27.0,9.0,7.0,5.0
"Mitek Systems, Inc.",Technology,Software - Application,US,MITK,54.0,69.0,72.0,59.0,34.0,52.0,78.0,70.0,72.0,66.0,61.0,59.0,43.0,55.0,50.0,70.0,26.0
DocGo Inc.,Healthcare,Medical - Care Facilities,US,DCGO,83.0,22.0,92.0,97.0,27.0,30.0,13.0,22.0,61.0,37.0,27.0,31.0,,,,,
"Guaranty Bancshares, Inc.",Financial Services,Banks - Regional,US,GNTY,74.0,76.0,18.0,91.0,52.0,92.0,20.0,77.0,76.0,80.0,82.0,77.0,75.0,85.0,79.0,45.0,39.0
Tejon Ranch Co.,Industrials,Conglomerates,US,TRC,35.0,34.0,89.0,23.0,26.0,28.0,69.0,35.0,37.0,28.0,28.0,27.0,29.0,25.0,23.0,27.0,30.0
"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,US,MYE,86.0,78.0,68.0,73.0,77.0,66.0,75.0,78.0,71.0,63.0,62.0,79.0,86.0,77.0,63.0,54.0,52.0
"First Business Financial Services, Inc.",Financial Services,Banks - Regional,US,FBIZ,87.0,90.0,81.0,88.0,85.0,84.0,96.0,90.0,84.0,90.0,90.0,90.0,91.0,90.0,90.0,86.0,65.0
Eastman Kodak Company,Industrials,Specialty Business Services,US,KODK,34.0,50.0,35.0,22.0,77.0,43.0,21.0,50.0,8.0,11.0,13.0,32.0,3.0,2.0,17.0,9.0,11.0
Allient Inc.,Technology,"Hardware, Equipment & Parts",US,ALNT,80.0,72.0,79.0,66.0,69.0,78.0,64.0,72.0,39.0,55.0,51.0,56.0,43.0,62.0,52.0,58.0,67.0
"ReposiTrak, Inc.",Technology,Software - Application,US,TRAK,48.0,52.0,48.0,54.0,65.0,50.0,55.0,61.0,75.0,67.0,61.0,57.0,46.0,40.0,38.0,41.0,37.0
Taiga Building Products Ltd.,Basic Materials,Construction Materials,CA,TBL.TO,93.0,97.0,97.0,91.0,5.0,97.0,99.0,97.0,89.0,98.0,91.0,97.0,95.0,99.0,26.0,100.0,100.0
Bank of Marin Bancorp,Financial Services,Banks - Regional,US,BMRC,61.0,80.0,77.0,63.0,70.0,46.0,85.0,80.0,81.0,79.0,76.0,75.0,75.0,74.0,69.0,75.0,70.0
"SkyWater Technology, Inc.",Technology,Semiconductors,US,SKYT,76.0,41.0,46.0,76.0,36.0,89.0,29.0,42.0,26.0,14.0,46.0,44.0,45.0,,,,
Plaza Retail REIT,Real Estate,REIT - Retail,CA,PLZ-UN.TO,89.0,82.0,71.0,51.0,88.0,90.0,70.0,82.0,91.0,90.0,89.0,92.0,79.0,84.0,75.0,83.0,96.0
"Northeast Community Bancorp, Inc.",Financial Services,Banks - Regional,US,NECB,87.0,92.0,83.0,89.0,94.0,86.0,89.0,92.0,82.0,79.0,76.0,77.0,74.0,74.0,47.0,50.0,77.0
"Bridgewater Bancshares, Inc.",Financial Services,Banks - Regional,US,BWB,43.0,73.0,29.0,84.0,81.0,26.0,89.0,73.0,90.0,85.0,37.0,72.0,79.0,76.0,53.0,,
"Universal Stainless & Alloy Products, Inc.",Basic Materials,Steel,US,USAP,79.0,71.0,89.0,55.0,79.0,72.0,79.0,71.0,13.0,4.0,93.0,12.0,45.0,23.0,58.0,92.0,45.0
"Aquestive Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,AQST,25.0,29.0,24.0,24.0,24.0,22.0,26.0,30.0,15.0,9.0,7.0,6.0,17.0,45.0,26.0,,
Torrid Holdings Inc.,Consumer Cyclical,Apparel - Retail,US,CURV,88.0,55.0,84.0,86.0,45.0,30.0,89.0,75.0,82.0,70.0,54.0,55.0,38.0,,,,
Nabors Energy Transition Corp. II Class A Ordinary Shares,Financial Services,Shell Companies,US,NETD,40.0,42.0,40.0,43.0,51.0,43.0,41.0,43.0,,,,,,,,,
Tenaz Energy Corp.,Energy,Oil & Gas Exploration & Production,CA,TNZ.TO,40.0,26.0,71.0,9.0,82.0,89.0,8.0,26.0,24.0,15.0,5.0,44.0,5.0,9.0,9.0,24.0,12.0
"Sangamo Therapeutics, Inc.",Healthcare,Biotechnology,US,SGMO,14.0,2.0,89.0,4.0,3.0,2.0,2.0,2.0,10.0,9.0,72.0,12.0,37.0,42.0,7.0,23.0,35.0
ACNB Corporation,Financial Services,Banks - Regional,US,ACNB,84.0,82.0,78.0,85.0,88.0,71.0,75.0,82.0,82.0,90.0,83.0,83.0,83.0,83.0,65.0,85.0,73.0
"West Bancorporation, Inc.",Financial Services,Banks - Regional,US,WTBA,41.0,34.0,70.0,59.0,35.0,31.0,35.0,34.0,79.0,82.0,85.0,82.0,86.0,78.0,59.0,82.0,81.0
"Revance Therapeutics, Inc.",Healthcare,Biotechnology,US,RVNC,11.0,14.0,14.0,8.0,8.0,17.0,17.0,14.0,21.0,10.0,13.0,13.0,15.0,16.0,14.0,21.0,11.0
Community West Bancshares,Financial Services,Banks - Regional,US,CWBC,61.0,78.0,72.0,70.0,75.0,38.0,77.0,78.0,60.0,94.0,92.0,90.0,93.0,92.0,81.0,88.0,90.0
"USCB Financial Holdings, Inc.",Financial Services,Banks - Regional,US,USCB,84.0,79.0,80.0,94.0,89.0,71.0,83.0,80.0,84.0,90.0,84.0,41.0,40.0,,,,
Melcor Developments Ltd.,Real Estate,Real Estate - Development,CA,MRD.TO,92.0,88.0,90.0,94.0,57.0,72.0,94.0,89.0,68.0,91.0,89.0,76.0,75.0,45.0,92.0,72.0,89.0
"Red River Bancshares, Inc.",Financial Services,Banks - Regional,US,RRBI,83.0,78.0,85.0,61.0,90.0,63.0,82.0,78.0,81.0,91.0,49.0,71.0,66.0,64.0,64.0,,
Barings Corporate Investors,Financial Services,Asset Management,US,MCI,80.0,77.0,78.0,85.0,84.0,41.0,86.0,78.0,53.0,48.0,79.0,70.0,90.0,65.0,83.0,66.0,56.0
"Akebia Therapeutics, Inc.",Healthcare,Biotechnology,US,AKBA,24.0,25.0,25.0,19.0,18.0,33.0,23.0,25.0,7.0,2.0,6.0,7.0,15.0,16.0,91.0,14.0,13.0
"Gray Television, Inc.",Communication Services,Broadcasting,US,GTN,99.0,98.0,99.0,28.0,94.0,77.0,86.0,98.0,97.0,68.0,95.0,90.0,94.0,91.0,95.0,76.0,95.0
"Home Bancorp, Inc.",Financial Services,Banks - Regional,US,HBCP,87.0,85.0,86.0,87.0,86.0,77.0,86.0,85.0,88.0,91.0,91.0,88.0,89.0,81.0,72.0,94.0,95.0
Eagle Point Income Company Inc.,Financial Services,Asset Management,US,EICC,40.0,,,,,,,,,,,,,,,,
Landsea Homes Corporation,Real Estate,Real Estate - Development,US,LSEA,56.0,59.0,19.0,97.0,10.0,96.0,79.0,59.0,67.0,81.0,35.0,98.0,31.0,35.0,,,
"AirSculpt Technologies, Inc.",Healthcare,Medical - Care Facilities,US,AIRS,41.0,56.0,31.0,40.0,59.0,53.0,38.0,56.0,69.0,54.0,47.0,43.0,,,,,
"NL Industries, Inc.",Industrials,Security & Protection Services,US,NL,82.0,87.0,28.0,91.0,76.0,92.0,26.0,88.0,74.0,63.0,72.0,90.0,78.0,50.0,72.0,92.0,67.0
K-Bro Linen Inc.,Industrials,Specialty Business Services,CA,KBL.TO,78.0,76.0,83.0,40.0,84.0,66.0,88.0,77.0,67.0,72.0,78.0,76.0,24.0,19.0,23.0,31.0,52.0
"Larimar Therapeutics, Inc.",Healthcare,Biotechnology,US,LRMR,20.0,20.0,17.0,26.0,28.0,19.0,18.0,19.0,15.0,9.0,10.0,11.0,8.0,5.0,3.0,6.0,27.0
enGene Holdings Inc. Common Stock,Healthcare,Biotechnology,CA,ENGN,25.0,31.0,28.0,28.0,21.0,30.0,30.0,31.0,32.0,25.0,24.0,,,,,,
Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,US,ACRE,83.0,77.0,71.0,77.0,85.0,68.0,74.0,77.0,82.0,78.0,74.0,76.0,84.0,85.0,46.0,99.0,3.0
Flagship Communities Real Estate Investment Trust,Real Estate,REIT - Residential,US,MHC-U.TO,64.0,,,,,,,,,,,,,,,,
Xperi Holding Corporation,Technology,Semiconductors,US,XPER,23.0,35.0,42.0,30.0,11.0,81.0,86.0,35.0,25.0,27.0,25.0,96.0,94.0,96.0,95.0,94.0,95.0
"Tango Therapeutics, Inc.",Healthcare,Biotechnology,US,TNGX,14.0,22.0,20.0,27.0,20.0,24.0,25.0,22.0,19.0,20.0,91.0,8.0,,,,,
"Prime Medicine, Inc.",Healthcare,Biotechnology,US,PRME,12.0,17.0,17.0,15.0,12.0,18.0,19.0,17.0,29.0,28.0,36.0,40.0,,,,,
"Verve Therapeutics, Inc.",Healthcare,Biotechnology,US,VERV,13.0,19.0,12.0,14.0,22.0,20.0,30.0,19.0,24.0,26.0,28.0,36.0,,,,,
"Postal Realty Trust, Inc.",Real Estate,REIT - Office,US,PSTL,76.0,78.0,71.0,82.0,78.0,70.0,69.0,78.0,76.0,71.0,71.0,57.0,53.0,51.0,,,
Canadian Banc Corp.,Financial Services,Asset Management,CA,BK.TO,23.0,8.0,21.0,20.0,86.0,14.0,71.0,8.0,12.0,94.0,78.0,95.0,6.0,96.0,94.0,12.0,18.0
"Alpha Teknova, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,TKNO,37.0,17.0,83.0,17.0,18.0,27.0,16.0,17.0,12.0,26.0,37.0,40.0,,,,,
"BNY Mellon Strategic Municipals, Inc.",Financial Services,Asset Management,US,LEO,83.0,91.0,92.0,67.0,70.0,55.0,68.0,91.0,84.0,82.0,68.0,72.0,94.0,72.0,79.0,75.0,92.0
ASA Gold and Precious Metals Limited,Financial Services,Asset Management,US,ASA,40.0,42.0,40.0,43.0,51.0,43.0,43.0,43.0,47.0,44.0,41.0,98.0,9.0,43.0,98.0,91.0,15.0
Runway Growth Finance Corp.,Financial Services,Financial - Credit Services,US,RWAY,96.0,83.0,91.0,75.0,98.0,69.0,98.0,84.0,7.0,16.0,9.0,9.0,8.0,1.0,0.0,,
"8x8, Inc.",Technology,Software - Application,US,EGHT,89.0,94.0,87.0,91.0,84.0,83.0,82.0,72.0,50.0,36.0,13.0,29.0,41.0,44.0,45.0,47.0,47.0
"Tactile Systems Technology, Inc.",Healthcare,Medical - Devices,US,TCMD,81.0,81.0,74.0,89.0,53.0,88.0,57.0,82.0,53.0,45.0,42.0,38.0,39.0,40.0,58.0,41.0,34.0
NanoXplore Inc.,Basic Materials,Chemicals,CA,GRA.TO,37.0,38.0,29.0,35.0,69.0,45.0,32.0,39.0,34.0,32.0,14.0,17.0,30.0,38.0,35.0,36.0,38.0
"J.Jill, Inc.",Consumer Cyclical,Apparel - Retail,US,JILL,88.0,88.0,75.0,90.0,53.0,85.0,92.0,92.0,97.0,1.0,95.0,93.0,86.0,70.0,57.0,53.0,57.0
Waldencast plc,Technology,Software - Application,US,WALD,32.0,34.0,28.0,35.0,51.0,43.0,43.0,34.0,28.0,47.0,17.0,,,,,,
"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,COOK,67.0,87.0,75.0,88.0,17.0,86.0,79.0,87.0,35.0,29.0,47.0,45.0,,,,,
"Haverty Furniture Companies, Inc.",Consumer Cyclical,Home Improvement,US,HVT,76.0,76.0,80.0,63.0,42.0,69.0,93.0,77.0,67.0,86.0,93.0,89.0,88.0,72.0,70.0,65.0,67.0
ZimVie Inc.,Healthcare,Medical - Devices,US,ZIMV,55.0,65.0,56.0,48.0,28.0,83.0,92.0,66.0,43.0,49.0,69.0,83.0,91.0,,,,
"Spire Global, Inc.",Industrials,Specialty Business Services,US,SPIR,21.0,13.0,16.0,32.0,8.0,5.0,7.0,13.0,10.0,6.0,11.0,9.0,,,,,
NVE Corporation,Technology,Semiconductors,US,NVEC,60.0,61.0,48.0,65.0,63.0,60.0,60.0,62.0,66.0,64.0,69.0,56.0,57.0,53.0,64.0,59.0,64.0
"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,US,DNA,8.0,25.0,6.0,8.0,21.0,43.0,27.0,24.0,26.0,31.0,40.0,41.0,40.0,,,,
Tekla Life Sciences Investors,Financial Services,Asset Management,US,HQL,40.0,42.0,40.0,43.0,51.0,43.0,43.0,43.0,47.0,44.0,41.0,41.0,40.0,39.0,36.0,38.0,39.0
"Heritage Insurance Holdings, Inc.",Financial Services,Insurance - Property & Casualty,US,HRTG,98.0,98.0,24.0,100.0,71.0,100.0,4.0,98.0,5.0,98.0,98.0,97.0,96.0,46.0,93.0,96.0,99.0
"Logility Supply Chain Solutions, Inc.",Technology,Software - Application,US,LGTY,40.0,,,,,,,,,,,,,,,,
i-80 Gold Corp.,Basic Materials,Gold,US,IAU.TO,14.0,18.0,40.0,16.0,17.0,32.0,16.0,18.0,22.0,26.0,41.0,41.0,40.0,39.0,,,
"Enhabit, Inc.",Healthcare,Medical - Care Facilities,US,EHAB,90.0,77.0,90.0,73.0,84.0,46.0,53.0,78.0,83.0,100.0,93.0,98.0,40.0,,,,
Serve Robotics Inc.,Industrials,Industrial - Machinery,US,SERV,27.0,37.0,23.0,12.0,24.0,38.0,36.0,37.0,37.0,37.0,,,,,,,
Luxfer Holdings PLC,Industrials,Industrial - Machinery,US,LXFR,79.0,72.0,75.0,73.0,65.0,89.0,74.0,73.0,55.0,60.0,78.0,32.0,84.0,83.0,54.0,90.0,41.0
Stellus Capital Investment Corporation,Financial Services,Asset Management,US,SCM,100.0,29.0,100.0,86.0,60.0,93.0,23.0,30.0,17.0,7.0,31.0,7.0,6.0,88.0,70.0,11.0,11.0
Freegold Ventures Limited,Basic Materials,Industrial Materials,CA,FVL.TO,38.0,42.0,39.0,39.0,42.0,43.0,42.0,43.0,42.0,32.0,29.0,37.0,24.0,18.0,18.0,16.0,16.0
Cipher Pharmaceuticals Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,CA,CPH.TO,67.0,90.0,51.0,88.0,76.0,73.0,92.0,90.0,61.0,98.0,98.0,96.0,90.0,95.0,88.0,39.0,33.0
"Ranger Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,US,RNGR,90.0,95.0,82.0,81.0,80.0,96.0,35.0,95.0,84.0,5.0,98.0,98.0,3.0,3.0,11.0,7.0,
"The Manitowoc Company, Inc.",Industrials,Agricultural - Machinery,US,MTW,18.0,35.0,9.0,38.0,13.0,83.0,50.0,36.0,66.0,71.0,12.0,14.0,3.0,58.0,8.0,45.0,43.0
BRT Apartments Corp.,Real Estate,REIT - Residential,US,BRT,69.0,54.0,77.0,74.0,54.0,62.0,60.0,55.0,57.0,40.0,34.0,54.0,88.0,51.0,6.0,5.0,5.0
Newtek Business Services Corp.,Financial Services,Asset Management,US,NEWT,19.0,15.0,7.0,14.0,86.0,94.0,99.0,15.0,21.0,95.0,61.0,11.0,11.0,8.0,21.0,9.0,18.0
"Ooma, Inc.",Communication Services,Telecommunications Services,US,OOMA,57.0,51.0,68.0,62.0,74.0,46.0,48.0,47.0,50.0,46.0,25.0,31.0,43.0,35.0,21.0,25.0,45.0
Patriot Battery Metals Inc.,Basic Materials,Industrial Materials,CA,PMET.TO,14.0,30.0,37.0,23.0,25.0,24.0,34.0,35.0,18.0,3.0,1.0,6.0,9.0,7.0,,,
"Contineum Therapeutics, Inc. Class A Common Stock",Healthcare,Biotechnology,US,CTNM,25.0,73.0,30.0,31.0,31.0,24.0,31.0,74.0,33.0,18.0,,,,,,,
"4D Molecular Therapeutics, Inc.",Healthcare,Biotechnology,US,FDMT,14.0,25.0,19.0,26.0,31.0,23.0,39.0,25.0,23.0,16.0,23.0,26.0,28.0,45.0,,,
Altius Renewable Royalties Corp.,Utilities,Renewable Utilities,CA,ARR.TO,42.0,44.0,42.0,46.0,54.0,50.0,44.0,44.0,43.0,39.0,36.0,26.0,40.0,,,,
"Alector, Inc.",Healthcare,Biotechnology,US,ALEC,10.0,15.0,11.0,9.0,11.0,16.0,13.0,14.0,36.0,93.0,11.0,16.0,84.0,29.0,28.0,,
"Groupon, Inc.",Communication Services,Internet Content & Information,US,GRPN,76.0,16.0,18.0,70.0,27.0,96.0,21.0,16.0,7.0,8.0,14.0,42.0,68.0,52.0,48.0,81.0,58.0
New Pacific Metals Corp.,Basic Materials,Other Precious Metals,CA,NUAG.TO,33.0,42.0,40.0,37.0,41.0,34.0,33.0,28.0,35.0,37.0,31.0,26.0,29.0,19.0,30.0,31.0,20.0
Matrix Service Company,Industrials,Engineering & Construction,US,MTRX,96.0,96.0,78.0,98.0,93.0,95.0,12.0,46.0,11.0,31.0,80.0,62.0,89.0,13.0,55.0,46.0,75.0
"Source Capital, Inc.",Financial Services,Asset Management,US,SOR,40.0,42.0,40.0,43.0,51.0,43.0,43.0,43.0,47.0,44.0,41.0,95.0,18.0,93.0,83.0,24.0,94.0
First Bank,Financial Services,Banks - Regional,US,FRBA,87.0,98.0,35.0,96.0,84.0,70.0,99.0,98.0,86.0,82.0,85.0,84.0,92.0,84.0,77.0,76.0,81.0
"Southern States Bancshares, Inc.",Financial Services,Banks - Regional,US,SSBK,81.0,90.0,77.0,81.0,92.0,75.0,88.0,90.0,88.0,91.0,54.0,70.0,80.0,,,,
"MaxCyte, Inc.",Healthcare,Medical - Devices,US,MXCT,28.0,31.0,31.0,32.0,28.0,44.0,25.0,31.0,32.0,35.0,34.0,34.0,34.0,32.0,33.0,37.0,37.0
"NewtekOne, Inc. 8.00% Fixed Rate Senior Notes due 2028",Financial Services,Financial - Credit Services,US,NEWTI,25.0,15.0,11.0,50.0,73.0,87.0,6.0,14.0,28.0,97.0,68.0,25.0,0.0,0.0,0.0,18.0,19.0
"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products,US,NUS,95.0,69.0,89.0,95.0,36.0,81.0,81.0,69.0,56.0,58.0,82.0,67.0,58.0,77.0,82.0,89.0,22.0
Medical Facilities Corporation,Healthcare,Medical - Care Facilities,CA,DR.TO,96.0,97.0,94.0,93.0,98.0,95.0,81.0,97.0,96.0,96.0,97.0,99.0,93.0,95.0,82.0,95.0,95.0
