Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
National Energy Services Reunited Corp.,Energy,Oil & Gas Equipment & Services,US,NESR,90.0,98.0,89.0,25.0,,92.0,26.0,98.0,5.0,6.0,97.0,89.0,,89.0,,,
"Capricor Therapeutics, Inc.",Healthcare,Biotechnology,US,CAPR,85.0,75.0,83.0,71.0,30.0,98.0,75.0,74.0,16.0,60.0,55.0,62.0,57.0,3.0,52.0,51.0,19.0
"Castle Biosciences, Inc.",Healthcare,Medical - Diagnostics & Research,US,CSTL,97.0,27.0,96.0,88.0,89.0,3.0,14.0,26.0,42.0,42.0,12.0,77.0,84.0,62.0,,,
Embecta Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,US,EMBC,46.0,23.0,28.0,23.0,73.0,9.0,82.0,67.0,86.0,72.0,76.0,73.0,,,,,
Senvest Capital Inc.,Financial Services,Asset Management,CA,SEC.TO,70.0,70.0,36.0,6.0,9.0,37.0,22.0,69.0,10.0,55.0,72.0,13.0,43.0,22.0,18.0,43.0,17.0
D2L Inc.,Consumer Defensive,Education & Training Services,CA,DTOL.TO,99.0,4.0,28.0,100.0,1.0,97.0,6.0,18.0,20.0,14.0,12.0,2.0,,,,,
KKR Real Estate Finance Trust Inc.,Real Estate,REIT - Mortgage,US,KREF,99.0,4.0,4.0,72.0,3.0,7.0,82.0,4.0,94.0,63.0,88.0,68.0,53.0,58.0,50.0,43.0,20.0
AbCellera Biologics Inc.,Healthcare,Biotechnology,CA,ABCL,51.0,33.0,48.0,56.0,66.0,44.0,27.0,32.0,85.0,82.0,31.0,11.0,98.0,,,,
"Pacira BioSciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,PCRX,7.0,92.0,19.0,88.0,94.0,83.0,92.0,92.0,97.0,92.0,44.0,3.0,0.0,15.0,10.0,98.0,9.0
The ODP Corporation,Consumer Cyclical,Specialty Retail,US,ODP,4.0,88.0,74.0,31.0,88.0,9.0,78.0,88.0,81.0,86.0,10.0,94.0,96.0,88.0,43.0,99.0,15.0
"BrightSpire Capital, Inc.",Real Estate,REIT - Diversified,US,BRSP,11.0,2.0,85.0,18.0,17.0,9.0,89.0,2.0,91.0,10.0,17.0,18.0,13.0,69.0,65.0,48.0,
"Monro, Inc.",Consumer Cyclical,Auto - Parts,US,MNRO,92.0,91.0,97.0,93.0,10.0,87.0,83.0,95.0,92.0,96.0,88.0,86.0,83.0,85.0,81.0,83.0,78.0
Atlanticus Holdings Corporation,Financial Services,Financial - Credit Services,US,ATLC,95.0,94.0,92.0,94.0,95.0,94.0,89.0,94.0,91.0,75.0,89.0,94.0,95.0,40.0,2.0,36.0,7.0
Daily Journal Corporation,Technology,Software - Application,US,DJCO,28.0,49.0,33.0,20.0,22.0,13.0,97.0,48.0,22.0,21.0,46.0,21.0,17.0,90.0,9.0,98.0,96.0
REX American Resources Corporation,Basic Materials,Chemicals - Specialty,US,REX,79.0,87.0,87.0,55.0,22.0,86.0,95.0,80.0,85.0,82.0,65.0,81.0,64.0,86.0,69.0,76.0,80.0
"Horizon Bancorp, Inc.",Financial Services,Banks - Regional,US,HBNC,90.0,90.0,81.0,73.0,38.0,17.0,81.0,90.0,68.0,75.0,76.0,91.0,75.0,76.0,62.0,78.0,59.0
Dividend 15 Split Corp.,Financial Services,Asset Management,CA,DFN.TO,23.0,83.0,23.0,21.0,5.0,87.0,20.0,83.0,69.0,6.0,19.0,19.0,83.0,10.0,34.0,83.0,8.0
Mercantile Bank Corporation,Financial Services,Banks - Regional,US,MBWM,45.0,57.0,22.0,54.0,80.0,27.0,80.0,56.0,87.0,72.0,63.0,61.0,78.0,70.0,63.0,70.0,51.0
Tiptree Inc.,Financial Services,Insurance - Specialty,US,TIPT,92.0,95.0,93.0,92.0,96.0,6.0,95.0,95.0,100.0,96.0,3.0,76.0,88.0,98.0,74.0,10.0,0.0
Arko Corp.,Consumer Cyclical,Specialty Retail,US,ARKO,95.0,93.0,91.0,94.0,1.0,99.0,78.0,93.0,92.0,92.0,96.0,12.0,95.0,4.0,2.0,99.0,4.0
Artis Real Estate Investment Trust,Real Estate,REIT - Diversified,CA,AX-PE.TO,17.0,18.0,9.0,98.0,7.0,25.0,21.0,17.0,1.0,38.0,97.0,82.0,75.0,58.0,84.0,9.0,61.0
Ryerson Holding Corporation,Industrials,Manufacturing - Metal Fabrication,US,RYI,97.0,89.0,2.0,87.0,95.0,90.0,85.0,89.0,78.0,24.0,4.0,89.0,36.0,19.0,72.0,0.0,89.0
Independent Bank Corporation,Financial Services,Banks - Regional,US,IBCP,67.0,78.0,73.0,52.0,66.0,68.0,65.0,77.0,82.0,85.0,73.0,49.0,68.0,83.0,62.0,66.0,45.0
"BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants,US,BJRI,91.0,95.0,3.0,72.0,89.0,91.0,3.0,98.0,1.0,11.0,90.0,91.0,87.0,91.0,90.0,92.0,93.0
Steel Partners Holdings L.P.,Industrials,Conglomerates,US,SPLP,82.0,28.0,87.0,45.0,95.0,38.0,87.0,27.0,9.0,41.0,95.0,98.0,7.0,100.0,99.0,18.0,2.0
"Avid Bioservices, Inc.",Healthcare,Biotechnology,US,CDMO,22.0,21.0,52.0,25.0,15.0,16.0,31.0,1.0,22.0,92.0,13.0,91.0,71.0,74.0,44.0,44.0,49.0
"Kura Oncology, Inc.",Healthcare,Biotechnology,US,KURA,61.0,58.0,59.0,59.0,65.0,62.0,54.0,57.0,55.0,55.0,58.0,58.0,50.0,50.0,56.0,48.0,21.0
"Pliant Therapeutics, Inc.",Healthcare,Biotechnology,US,PLRX,50.0,51.0,48.0,58.0,47.0,52.0,61.0,50.0,52.0,95.0,68.0,1.0,59.0,52.0,,,
Hippo Holdings Inc.,Financial Services,Insurance - Specialty,US,HIPO,23.0,34.0,5.0,34.0,17.0,74.0,26.0,33.0,37.0,31.0,42.0,32.0,,,,,
Matthews International Corporation,Industrials,Conglomerates,US,MATW,9.0,,,96.0,95.0,97.0,31.0,86.0,8.0,100.0,8.0,5.0,76.0,84.0,84.0,85.0,83.0
"Haynes International, Inc.",Industrials,Manufacturing - Metal Fabrication,US,HAYN,42.0,15.0,87.0,78.0,13.0,14.0,78.0,15.0,7.0,6.0,3.0,95.0,40.0,9.0,98.0,76.0,96.0
Northeast Bank,Financial Services,Banks - Regional,US,NBN,29.0,25.0,36.0,23.0,34.0,35.0,20.0,79.0,48.0,24.0,53.0,78.0,71.0,89.0,42.0,17.0,8.0
"Associated Capital Group, Inc.",Financial Services,Financial - Capital Markets,US,AC,9.0,93.0,7.0,16.0,33.0,36.0,0.0,93.0,83.0,95.0,1.0,11.0,8.0,2.0,41.0,100.0,1.0
"Clear Channel Outdoor Holdings, Inc.",Communication Services,Advertising Agencies,US,CCO,13.0,20.0,10.0,14.0,38.0,67.0,21.0,20.0,7.0,30.0,33.0,14.0,10.0,17.0,85.0,5.0,1.0
Hanmi Financial Corporation,Financial Services,Banks - Regional,US,HAFC,52.0,79.0,40.0,32.0,84.0,44.0,78.0,78.0,81.0,66.0,81.0,85.0,74.0,75.0,58.0,66.0,36.0
"Tyra Biosciences, Inc.",Healthcare,Biotechnology,US,TYRA,55.0,51.0,55.0,44.0,73.0,51.0,57.0,50.0,67.0,63.0,61.0,43.0,,,,,
Redwire Corporation,Industrials,Aerospace & Defense,US,RDW,30.0,21.0,60.0,43.0,18.0,9.0,43.0,22.0,27.0,42.0,59.0,,,,,,
"Relay Therapeutics, Inc.",Healthcare,Biotechnology,US,RLAY,58.0,62.0,61.0,52.0,45.0,72.0,71.0,61.0,62.0,25.0,88.0,67.0,57.0,,,,
"Orrstown Financial Services, Inc.",Financial Services,Banks - Regional,US,ORRF,88.0,76.0,10.0,59.0,55.0,82.0,63.0,76.0,84.0,76.0,76.0,39.0,82.0,85.0,86.0,75.0,38.0
"Argo Group US, Inc. 6.5% SR NTS 42",Financial Services,Insurance - Diversified,US,ARGD,84.0,21.0,85.0,25.0,16.0,41.0,26.0,21.0,14.0,99.0,10.0,1.0,95.0,92.0,68.0,79.0,44.0
"PubMatic, Inc.",Technology,Software - Application,US,PUBM,94.0,97.0,2.0,95.0,3.0,80.0,98.0,97.0,92.0,82.0,66.0,96.0,92.0,,,,
"The Honest Company, Inc.",Consumer Cyclical,Specialty Retail,US,HNST,3.0,14.0,99.0,15.0,20.0,96.0,15.0,14.0,83.0,68.0,61.0,43.0,,,,,
BlackRock TCP Capital Corp.,Financial Services,Asset Management,US,TCPC,4.0,89.0,92.0,16.0,94.0,8.0,91.0,89.0,6.0,12.0,85.0,27.0,10.0,8.0,14.0,37.0,3.0
CrossAmerica Partners LP,Energy,Oil & Gas Refining & Marketing,US,CAPL,95.0,90.0,91.0,86.0,19.0,88.0,87.0,90.0,91.0,95.0,70.0,94.0,99.0,93.0,96.0,95.0,5.0
"Miller Industries, Inc.",Consumer Cyclical,Auto - Parts,US,MLR,44.0,29.0,83.0,16.0,42.0,44.0,29.0,28.0,9.0,65.0,88.0,61.0,41.0,39.0,62.0,68.0,42.0
"Liquidity Services, Inc.",Consumer Cyclical,Specialty Retail,US,LQDT,90.0,88.0,90.0,95.0,5.0,86.0,78.0,88.0,73.0,77.0,4.0,31.0,19.0,50.0,11.0,15.0,32.0
Lithium Americas (Argentina) Corp.,Basic Materials,Industrial Materials,CA,LAAC.TO,23.0,,89.0,16.0,54.0,27.0,9.0,,47.0,80.0,63.0,17.0,41.0,31.0,,54.0,93.0
Koppers Holdings Inc.,Basic Materials,Chemicals - Specialty,US,KOP,80.0,83.0,75.0,67.0,13.0,93.0,89.0,83.0,84.0,75.0,81.0,84.0,91.0,92.0,94.0,8.0,11.0
Anavex Life Sciences Corp.,Healthcare,Biotechnology,US,AVXL,52.0,43.0,44.0,70.0,56.0,51.0,50.0,42.0,37.0,55.0,59.0,47.0,45.0,42.0,40.0,31.0,28.0
"loanDepot, Inc.",Financial Services,Financial - Mortgages,US,LDI,98.0,83.0,0.0,97.0,96.0,95.0,3.0,82.0,2.0,6.0,12.0,0.0,94.0,1.0,1.0,5.0,
"FIGS, Inc.",Consumer Cyclical,Apparel - Manufacturers,US,FIGS,95.0,94.0,2.0,98.0,96.0,84.0,97.0,94.0,7.0,2.0,40.0,98.0,,,,,
"Gannett Co., Inc.",Communication Services,Publishing,US,GCI,10.0,5.0,10.0,87.0,19.0,14.0,3.0,4.0,12.0,10.0,22.0,19.0,96.0,0.0,91.0,79.0,2.0
Open Lending Corporation,Financial Services,Financial - Credit Services,US,LPRO,96.0,93.0,95.0,17.0,85.0,6.0,96.0,93.0,84.0,45.0,18.0,45.0,64.0,0.0,,,
"Valhi, Inc.",Basic Materials,Chemicals,US,VHI,52.0,16.0,38.0,80.0,4.0,98.0,5.0,16.0,28.0,89.0,86.0,89.0,40.0,70.0,3.0,17.0,67.0
"CVR Partners, LP",Basic Materials,Agricultural Inputs,US,UAN,87.0,80.0,98.0,36.0,91.0,10.0,100.0,80.0,70.0,90.0,19.0,11.0,12.0,18.0,7.0,68.0,76.0
"Replimune Group, Inc.",Healthcare,Biotechnology,US,REPL,60.0,61.0,55.0,63.0,56.0,67.0,52.0,50.0,46.0,52.0,76.0,54.0,51.0,58.0,,,
"Corsair Gaming, Inc.",Technology,Computer Hardware,US,CRSR,15.0,99.0,18.0,47.0,85.0,96.0,92.0,99.0,8.0,27.0,84.0,4.0,19.0,17.0,61.0,68.0,
"United Fire Group, Inc.",Financial Services,Insurance - Property & Casualty,US,UFCS,92.0,4.0,88.0,1.0,89.0,74.0,99.0,3.0,18.0,32.0,17.0,97.0,93.0,92.0,94.0,84.0,87.0
"HBT Financial, Inc.",Financial Services,Banks - Regional,US,HBT,74.0,70.0,78.0,63.0,83.0,52.0,59.0,69.0,78.0,52.0,62.0,77.0,72.0,71.0,66.0,,
Bioventus Inc.,Healthcare,Medical - Devices,US,BVS,12.0,20.0,9.0,15.0,81.0,10.0,71.0,20.0,22.0,90.0,95.0,97.0,4.0,20.0,20.0,14.0,10.0
"Covenant Logistics Group, Inc.",Industrials,Trucking,US,CVLG,91.0,82.0,92.0,82.0,95.0,87.0,89.0,82.0,81.0,75.0,4.0,97.0,90.0,76.0,95.0,83.0,92.0
MCAN Mortgage Corporation,Financial Services,Financial - Mortgages,CA,MKP.TO,90.0,12.0,79.0,24.0,96.0,77.0,15.0,12.0,37.0,7.0,81.0,13.0,18.0,39.0,70.0,43.0,1.0
"USANA Health Sciences, Inc.",Consumer Defensive,Packaged Foods,US,USNA,81.0,74.0,88.0,54.0,68.0,80.0,83.0,73.0,82.0,71.0,79.0,76.0,71.0,84.0,72.0,66.0,71.0
"American Axle & Manufacturing Holdings, Inc.",Consumer Cyclical,Auto - Parts,US,AXL,98.0,2.0,97.0,96.0,58.0,7.0,3.0,2.0,97.0,100.0,13.0,10.0,1.0,83.0,79.0,76.0,84.0
Gladstone Commercial Corporation,Real Estate,REIT - Diversified,US,GOOD,88.0,98.0,52.0,97.0,93.0,88.0,2.0,98.0,5.0,4.0,3.0,5.0,94.0,97.0,98.0,97.0,4.0
Canadian Solar Inc.,Energy,Solar,CA,CSIQ,1.0,89.0,1.0,1.0,100.0,96.0,63.0,89.0,94.0,3.0,13.0,93.0,58.0,85.0,3.0,86.0,64.0
Ethan Allen Interiors Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,ETD,75.0,78.0,68.0,76.0,84.0,61.0,71.0,67.0,45.0,88.0,96.0,88.0,70.0,86.0,61.0,74.0,72.0
SecureWorks Corp.,Technology,Software - Infrastructure,US,SCWX,18.0,48.0,17.0,22.0,80.0,13.0,31.0,41.0,13.0,5.0,6.0,9.0,19.0,25.0,25.0,19.0,26.0
Whitestone REIT,Real Estate,REIT - Retail,US,WSR,88.0,89.0,84.0,94.0,74.0,95.0,95.0,89.0,77.0,95.0,96.0,87.0,83.0,95.0,95.0,95.0,90.0
North American Construction Group Ltd.,Energy,Oil & Gas Equipment & Services,CA,NOA.TO,94.0,94.0,90.0,93.0,67.0,96.0,90.0,94.0,90.0,93.0,92.0,95.0,97.0,98.0,0.0,1.0,1.0
Fission Uranium Corp.,Energy,Uranium,CA,FCU.TO,63.0,45.0,81.0,44.0,65.0,39.0,86.0,44.0,42.0,31.0,40.0,50.0,52.0,41.0,33.0,51.0,41.0
Martinrea International Inc.,Consumer Cyclical,Auto - Parts,CA,MRE.TO,94.0,92.0,96.0,88.0,60.0,99.0,88.0,92.0,93.0,96.0,2.0,89.0,80.0,83.0,90.0,80.0,91.0
"Sun Country Airlines Holdings, Inc.",Industrials,"Airlines, Airports & Air Services",US,SNCY,91.0,89.0,98.0,94.0,58.0,97.0,63.0,89.0,97.0,86.0,22.0,79.0,46.0,,,,
"MorningStar Partners, L.P.",Energy,Oil & Gas Exploration & Production,US,TXO,15.0,12.0,99.0,97.0,88.0,25.0,88.0,12.0,2.0,89.0,21.0,,,,,,
"Southern Missouri Bancorp, Inc.",Financial Services,Banks - Regional,US,SMBC,78.0,80.0,59.0,71.0,85.0,78.0,70.0,82.0,81.0,73.0,82.0,78.0,78.0,79.0,67.0,73.0,71.0
"Erasca, Inc.",Healthcare,Biotechnology,US,ERAS,51.0,57.0,55.0,41.0,63.0,64.0,56.0,56.0,34.0,38.0,31.0,66.0,,,,,
"Shoals Technologies Group, Inc.",Energy,Solar,US,SHLS,88.0,88.0,93.0,91.0,89.0,81.0,7.0,89.0,30.0,9.0,84.0,80.0,30.0,,,,
"agilon health, inc.",Healthcare,Medical - Care Facilities,US,AGL,39.0,44.0,34.0,46.0,2.0,41.0,40.0,43.0,76.0,32.0,62.0,62.0,,,,,
Rogers Sugar Inc.,Consumer Defensive,Food Confectioners,CA,RSI.TO,85.0,80.0,28.0,28.0,8.0,84.0,89.0,60.0,8.0,84.0,86.0,3.0,67.0,88.0,61.0,86.0,64.0
"Great Southern Bancorp, Inc.",Financial Services,Banks - Regional,US,GSBC,76.0,76.0,68.0,88.0,8.0,89.0,13.0,75.0,59.0,74.0,57.0,74.0,77.0,70.0,80.0,76.0,76.0
"Latham Group, Inc.",Industrials,Construction,US,SWIM,96.0,1.0,94.0,93.0,94.0,100.0,97.0,1.0,3.0,12.0,94.0,96.0,,,,,
enCore Energy Corp.,Energy,Uranium,US,EU,78.0,,28.0,92.0,37.0,72.0,31.0,,94.0,36.0,50.0,43.0,39.0,64.0,,,
"Equity Bancshares, Inc.",Financial Services,Banks - Regional,US,EQBK,92.0,97.0,73.0,76.0,60.0,18.0,83.0,97.0,78.0,87.0,15.0,86.0,64.0,72.0,78.0,58.0,75.0
"The Hain Celestial Group, Inc.",Consumer Defensive,Packaged Foods,US,HAIN,10.0,8.0,48.0,2.0,13.0,11.0,11.0,13.0,69.0,91.0,96.0,12.0,98.0,92.0,94.0,64.0,71.0
Bally's Corporation,Consumer Cyclical,"Gambling, Resorts & Casinos",US,BALY,19.0,10.0,24.0,15.0,27.0,20.0,13.0,10.0,11.0,9.0,5.0,84.0,79.0,81.0,77.0,,
"CARGO Therapeutics, Inc. Common Stock",Healthcare,Biotechnology,US,CRGX,62.0,58.0,66.0,56.0,57.0,67.0,49.0,58.0,47.0,59.0,,,,,,,
Green Plains Inc.,Basic Materials,Chemicals - Specialty,US,GPRE,4.0,13.0,75.0,47.0,65.0,98.0,94.0,13.0,11.0,17.0,13.0,24.0,88.0,6.0,97.0,73.0,72.0
Genco Shipping & Trading Limited,Industrials,Marine Shipping,US,GNK,85.0,3.0,80.0,73.0,83.0,96.0,17.0,2.0,76.0,77.0,20.0,13.0,7.0,15.0,28.0,29.0,32.0
Orthofix Medical Inc.,Healthcare,Medical - Devices,US,OFIX,27.0,33.0,19.0,19.0,42.0,40.0,26.0,32.0,41.0,12.0,99.0,10.0,93.0,97.0,98.0,1.0,4.0
"First Eagle Alternative Capital BDC, Inc.",Financial Services,Investment - Banking & Investment Services,US,FCRX,36.0,74.0,12.0,43.0,72.0,37.0,76.0,73.0,94.0,93.0,46.0,68.0,85.0,71.0,15.0,100.0,
Greenfire Resources Ltd.,Energy,Oil & Gas Exploration & Production,CA,GFR.TO,,,,,,,,,,,,,,,,,
"Cullinan Oncology, Inc.",Healthcare,Biotechnology,US,CGEM,63.0,63.0,61.0,61.0,67.0,60.0,61.0,62.0,8.0,46.0,46.0,70.0,61.0,,,,
"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage,US,TRTX,83.0,12.0,70.0,68.0,89.0,91.0,17.0,12.0,7.0,67.0,12.0,65.0,64.0,61.0,69.0,78.0,
Major Drilling Group International Inc.,Basic Materials,Industrial Materials,CA,MDI.TO,88.0,87.0,87.0,87.0,6.0,82.0,84.0,82.0,85.0,93.0,15.0,10.0,14.0,23.0,13.0,16.0,12.0
Metropolitan Bank Holding Corp.,Financial Services,Banks - Regional,US,MCB,47.0,42.0,43.0,85.0,80.0,9.0,73.0,41.0,81.0,43.0,89.0,78.0,66.0,89.0,91.0,69.0,
"Crescent Capital BDC, Inc.",Financial Services,Asset Management,US,CCAP,66.0,74.0,69.0,70.0,42.0,74.0,64.0,73.0,86.0,7.0,11.0,3.0,1.0,2.0,2.0,100.0,
AGF Management Limited,Financial Services,Asset Management,CA,AGF-B.TO,74.0,70.0,88.0,82.0,14.0,86.0,82.0,69.0,67.0,76.0,44.0,79.0,49.0,68.0,72.0,63.0,43.0
The RMR Group Inc.,Real Estate,Real Estate - Services,US,RMR,89.0,57.0,,95.0,58.0,92.0,15.0,86.0,78.0,62.0,76.0,74.0,88.0,91.0,89.0,98.0,90.0
Repay Holdings Corporation,Technology,Software - Infrastructure,US,RPAY,7.0,11.0,98.0,3.0,5.0,18.0,5.0,10.0,97.0,9.0,15.0,87.0,12.0,86.0,2.0,,
Fidus Investment Corporation,Financial Services,Asset Management,US,FDUS,16.0,15.0,40.0,51.0,6.0,67.0,68.0,15.0,5.0,81.0,86.0,9.0,25.0,13.0,11.0,12.0,5.0
"Maravai LifeSciences Holdings, Inc.",Healthcare,Biotechnology,US,MRVI,20.0,10.0,24.0,9.0,50.0,25.0,8.0,10.0,72.0,54.0,88.0,4.0,21.0,,,,
"Butterfly Network, Inc.",Healthcare,Medical - Devices,US,BFLY,45.0,52.0,45.0,48.0,63.0,41.0,46.0,51.0,69.0,97.0,43.0,75.0,76.0,,,,
TrustCo Bank Corp NY,Financial Services,Banks - Regional,US,TRST,78.0,74.0,75.0,78.0,55.0,83.0,57.0,73.0,70.0,63.0,77.0,72.0,68.0,75.0,70.0,73.0,65.0
"Standard Motor Products, Inc.",Consumer Cyclical,Auto - Parts,US,SMP,88.0,93.0,98.0,85.0,5.0,83.0,98.0,93.0,12.0,66.0,78.0,78.0,81.0,81.0,78.0,72.0,64.0
"Lindblad Expeditions Holdings, Inc.",Consumer Cyclical,Travel Services,US,LIND,6.0,13.0,74.0,15.0,3.0,42.0,88.0,13.0,21.0,15.0,67.0,94.0,95.0,3.0,96.0,83.0,46.0
Ur-Energy Inc.,Energy,Uranium,US,URE.TO,26.0,42.0,8.0,81.0,53.0,32.0,50.0,41.0,73.0,35.0,45.0,15.0,9.0,100.0,9.0,2.0,16.0
Five Star Bancorp,Financial Services,Banks - Regional,US,FSBC,57.0,58.0,79.0,45.0,63.0,30.0,76.0,57.0,70.0,47.0,82.0,67.0,6.0,94.0,36.0,,
"Xponential Fitness, Inc.",Consumer Cyclical,Leisure,US,XPOF,18.0,7.0,20.0,19.0,93.0,38.0,18.0,7.0,99.0,15.0,26.0,21.0,20.0,,,,
"A-Mark Precious Metals, Inc.",Financial Services,Financial - Capital Markets,US,AMRK,15.0,63.0,2.0,89.0,98.0,5.0,8.0,18.0,11.0,14.0,83.0,3.0,6.0,9.0,2.0,14.0,7.0
"Westrock Coffee Company, LLC",Consumer Defensive,Packaged Foods,US,WEST,27.0,85.0,32.0,75.0,18.0,17.0,7.0,85.0,69.0,17.0,28.0,,,,,,
Canopy Growth Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,CA,WEED.TO,35.0,38.0,44.0,39.0,33.0,35.0,35.0,27.0,85.0,29.0,45.0,52.0,79.0,79.0,93.0,63.0,74.0
"Mativ Holdings, Inc.",Basic Materials,"Paper, Lumber & Forest Products",US,MATV,74.0,16.0,10.0,1.0,40.0,41.0,24.0,15.0,1.0,45.0,87.0,86.0,78.0,93.0,77.0,77.0,80.0
Scholastic Corporation,Communication Services,Publishing,US,SCHL,95.0,98.0,53.0,83.0,17.0,79.0,43.0,84.0,92.0,3.0,22.0,97.0,1.0,90.0,6.0,39.0,91.0
"NETGEAR, Inc.",Technology,Communication Equipment,US,NTGR,97.0,14.0,74.0,18.0,13.0,1.0,19.0,13.0,26.0,17.0,92.0,38.0,99.0,95.0,76.0,86.0,98.0
Shenandoah Telecommunications Company,Communication Services,Telecommunications Services,US,SHEN,5.0,98.0,6.0,30.0,4.0,96.0,98.0,98.0,2.0,1.0,100.0,95.0,96.0,92.0,0.0,90.0,90.0
Nuveen Select Tax-Free Income Portfolio,Financial Services,Asset Management - Income,US,NXP,24.0,22.0,28.0,25.0,24.0,28.0,26.0,22.0,19.0,19.0,24.0,21.0,20.0,20.0,20.0,20.0,20.0
Solaris Resources Inc.,Basic Materials,Other Precious Metals,CA,SLS.TO,55.0,66.0,,51.0,53.0,58.0,61.0,65.0,71.0,59.0,40.0,9.0,78.0,21.0,,,
Pollard Banknote Limited,Consumer Cyclical,"Gambling, Resorts & Casinos",CA,PBL.TO,78.0,87.0,48.0,53.0,92.0,83.0,75.0,87.0,83.0,92.0,86.0,78.0,89.0,81.0,59.0,88.0,83.0
"EverQuote, Inc.",Communication Services,Internet Content & Information,US,EVER,91.0,25.0,84.0,83.0,95.0,35.0,31.0,24.0,70.0,13.0,13.0,14.0,24.0,30.0,2.0,,
Ribbon Communications Inc.,Communication Services,Telecommunications Services,US,RBBN,22.0,17.0,71.0,58.0,17.0,88.0,60.0,16.0,28.0,17.0,76.0,15.0,23.0,17.0,8.0,13.0,8.0
Ares Acquisition Corporation II,Financial Services,Shell Companies,US,AACT,1.0,1.0,27.0,,1.0,3.0,25.0,,18.0,17.0,24.0,,,,,,
Camden National Corporation,Financial Services,Banks - Regional,US,CAC,28.0,83.0,11.0,79.0,76.0,11.0,94.0,82.0,85.0,88.0,35.0,40.0,72.0,85.0,74.0,47.0,67.0
"MidWestOne Financial Group, Inc.",Financial Services,Banks - Regional,US,MOFG,14.0,91.0,32.0,80.0,91.0,87.0,80.0,91.0,82.0,83.0,81.0,72.0,77.0,86.0,82.0,70.0,68.0
"CEVA, Inc.",Technology,Semiconductors,US,CEVA,22.0,41.0,21.0,3.0,77.0,77.0,35.0,40.0,13.0,100.0,3.0,100.0,99.0,76.0,64.0,91.0,2.0
World Acceptance Corporation,Financial Services,Financial - Credit Services,US,WRLD,100.0,92.0,100.0,94.0,87.0,91.0,92.0,98.0,96.0,91.0,98.0,93.0,94.0,91.0,87.0,85.0,84.0
Portillo's Inc.,Consumer Cyclical,Restaurants,US,PTLO,91.0,93.0,92.0,94.0,85.0,86.0,94.0,93.0,96.0,10.0,3.0,5.0,,,,,
"Summit Hotel Properties, Inc.",Real Estate,REIT - Hotel & Motel,US,INN,95.0,1.0,99.0,77.0,97.0,8.0,1.0,1.0,100.0,9.0,34.0,85.0,83.0,77.0,70.0,63.0,94.0
"Entrada Therapeutics, Inc.",Healthcare,Biotechnology,US,TRDA,17.0,1.0,81.0,53.0,12.0,44.0,15.0,1.0,72.0,70.0,70.0,89.0,,,,,
Varex Imaging Corporation,Healthcare,Medical - Devices,US,VREX,11.0,10.0,17.0,94.0,69.0,1.0,77.0,88.0,40.0,96.0,18.0,95.0,91.0,76.0,64.0,63.0,63.0
IRadimed Corporation,Healthcare,Medical - Devices,US,IRMD,77.0,55.0,81.0,76.0,63.0,65.0,36.0,54.0,53.0,75.0,95.0,71.0,70.0,97.0,71.0,61.0,68.0
Digimarc Corporation,Technology,Information Technology Services,US,DMRC,51.0,39.0,52.0,53.0,55.0,47.0,28.0,38.0,50.0,51.0,48.0,46.0,42.0,43.0,41.0,38.0,33.0
"Newpark Resources, Inc.",Energy,Oil & Gas Equipment & Services,US,NR,15.0,96.0,27.0,92.0,82.0,0.0,91.0,96.0,76.0,24.0,14.0,3.0,85.0,3.0,16.0,9.0,53.0
"Velocity Financial, Inc.",Financial Services,Financial - Mortgages,US,VEL,38.0,66.0,13.0,55.0,45.0,75.0,14.0,66.0,83.0,88.0,92.0,3.0,3.0,90.0,95.0,20.0,
The Marcus Corporation,Communication Services,Entertainment,US,MCS,2.0,95.0,75.0,10.0,75.0,1.0,81.0,95.0,2.0,9.0,45.0,93.0,89.0,81.0,85.0,89.0,90.0
OneSpan Inc.,Technology,Software - Infrastructure,US,OSPN,83.0,35.0,80.0,37.0,85.0,95.0,82.0,34.0,33.0,23.0,6.0,88.0,18.0,12.0,89.0,77.0,68.0
"MarineMax, Inc.",Consumer Cyclical,Specialty Retail,US,HZO,12.0,12.0,22.0,88.0,2.0,0.0,9.0,7.0,32.0,90.0,94.0,17.0,83.0,26.0,61.0,22.0,58.0
"EVgo, Inc.",Consumer Cyclical,Specialty Retail,US,EVGO,26.0,62.0,19.0,15.0,79.0,51.0,54.0,61.0,40.0,94.0,36.0,28.0,34.0,,,,
"Ramaco Resources, Inc.",Energy,Coal,US,METC,92.0,86.0,0.0,95.0,98.0,78.0,91.0,86.0,84.0,79.0,6.0,84.0,78.0,38.0,37.0,50.0,59.0
