Company Name,Sector,Industry,Country,Stock Symbol,Trailing Twelve Months (TTM) CFMS,Year-to-Date (YTD) CFMS,Latest Reported Quarter CFMS,2nd Latest Reported Quarter CFMS,3rd Latest Reported Quarter CFMS,4th Latest Reported Quarter CFMS,5th Latest Reported Quarter CFMS,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014
CECO Environmental Corp.,Industrials,Industrial - Pollution & Treatment Controls,US,CECO,49.0,53.0,48.0,54.0,54.0,56.0,48.0,53.0,50.0,40.0,50.0,45.0,39.0,37.0,49.0,44.0,46.0
"Franklin BSP Realty Trust, Inc.",Real Estate,REIT - Mortgage,US,FBRT,91.0,96.0,74.0,97.0,98.0,97.0,96.0,96.0,58.0,96.0,82.0,52.0,67.0,79.0,87.0,94.0,24.0
Dave Inc.,Technology,Software - Application,US,DAVE,45.0,19.0,44.0,53.0,55.0,44.0,18.0,19.0,12.0,12.0,24.0,36.0,,,,,
"Thermon Group Holdings, Inc.",Industrials,Industrial - Machinery,US,THR,60.0,70.0,56.0,69.0,66.0,54.0,68.0,67.0,52.0,53.0,56.0,60.0,57.0,50.0,66.0,68.0,74.0
Bank First Corporation,Financial Services,Banks - Regional,US,BFC,94.0,94.0,92.0,23.0,23.0,22.0,92.0,94.0,91.0,92.0,91.0,88.0,93.0,92.0,93.0,93.0,91.0
Amerant Bancorp Inc.,Financial Services,Banks - Regional,US,AMTB,21.0,25.0,11.0,40.0,52.0,17.0,62.0,25.0,70.0,96.0,36.0,72.0,89.0,88.0,78.0,73.0,
"The Pennant Group, Inc.",Healthcare,Medical - Care Facilities,US,PNTG,42.0,48.0,47.0,49.0,48.0,46.0,43.0,47.0,40.0,36.0,43.0,34.0,41.0,38.0,37.0,,
"Shutterstock, Inc.",Communication Services,Internet Content & Information,US,SSTK,63.0,75.0,65.0,72.0,69.0,37.0,54.0,75.0,69.0,64.0,65.0,34.0,19.0,33.0,41.0,41.0,46.0
"Kura Sushi USA, Inc.",Consumer Cyclical,Restaurants,US,KRUS,33.0,42.0,21.0,44.0,42.0,37.0,50.0,46.0,38.0,18.0,15.0,40.0,39.0,36.0,,,
"ConnectOne Bancorp, Inc.",Financial Services,Banks - Regional,US,CNOB,64.0,90.0,23.0,39.0,24.0,35.0,87.0,89.0,94.0,93.0,83.0,89.0,95.0,83.0,74.0,87.0,73.0
Dream Unlimited Corp.,Real Estate,Real Estate - Development,CA,DRM.TO,70.0,68.0,42.0,81.0,71.0,15.0,67.0,67.0,74.0,83.0,88.0,95.0,75.0,71.0,79.0,60.0,66.0
"ARMOUR Residential REIT, Inc.",Real Estate,REIT - Mortgage,US,ARR,88.0,99.0,98.0,99.0,99.0,97.0,98.0,99.0,84.0,96.0,100.0,99.0,9.0,100.0,11.0,100.0,93.0
"Vimeo, Inc.",Technology,Software - Application,US,VMEO,49.0,51.0,54.0,50.0,47.0,53.0,42.0,50.0,18.0,18.0,20.0,13.0,14.0,,,,
Gogo Inc.,Communication Services,Telecommunications Services,US,GOGO,81.0,84.0,74.0,76.0,85.0,80.0,85.0,84.0,80.0,82.0,81.0,64.0,50.0,48.0,51.0,38.0,27.0
"Entergy Arkansas, Inc. 1M BD 4.875%66",Utilities,Regulated Electric,US,EAI,90.0,86.0,89.0,89.0,80.0,90.0,87.0,85.0,78.0,79.0,85.0,77.0,64.0,74.0,77.0,67.0,70.0
"Hagerty, Inc.",Financial Services,Insurance - Property & Casualty,US,HGTY,47.0,50.0,23.0,64.0,59.0,47.0,58.0,49.0,46.0,18.0,41.0,38.0,35.0,,,,
BlueLinx Holdings Inc.,Industrials,Construction,US,BXC,37.0,46.0,45.0,45.0,47.0,44.0,43.0,45.0,49.0,49.0,41.0,33.0,29.0,29.0,27.0,25.0,24.0
Forward Air Corporation,Industrials,Integrated Freight & Logistics,US,FWRD,17.0,56.0,47.0,49.0,20.0,46.0,44.0,56.0,58.0,52.0,48.0,51.0,50.0,52.0,53.0,48.0,56.0
The Real Brokerage Inc.,Real Estate,Real Estate - Services,CA,REAX,28.0,22.0,23.0,27.0,23.0,23.0,23.0,22.0,21.0,19.0,18.0,17.0,19.0,,,,
Burke & Herbert Bank & Trust Company,Financial Services,Banks - Regional,US,BHRB,54.0,77.0,85.0,41.0,42.0,39.0,62.0,76.0,84.0,80.0,76.0,62.0,28.0,26.0,26.0,88.0,91.0
"Paramount Group, Inc.",Real Estate,REIT - Office,US,PGRE,92.0,45.0,90.0,91.0,94.0,90.0,83.0,44.0,84.0,89.0,91.0,91.0,88.0,88.0,90.0,91.0,94.0
"MGP Ingredients, Inc.",Consumer Defensive,Beverages - Wineries & Distilleries,US,MGPI,76.0,72.0,73.0,79.0,74.0,75.0,70.0,71.0,65.0,62.0,62.0,59.0,58.0,41.0,50.0,42.0,41.0
"NerdWallet, Inc.",Financial Services,Financial - Credit Services,US,NRDS,49.0,54.0,54.0,42.0,56.0,58.0,39.0,53.0,38.0,22.0,44.0,60.0,,,,,
"Beazer Homes USA, Inc.",Consumer Cyclical,Residential Construction,US,BZH,43.0,50.0,49.0,47.0,50.0,46.0,51.0,52.0,53.0,43.0,40.0,20.0,36.0,33.0,32.0,29.0,32.0
Silvercorp Metals Inc.,Basic Materials,Silver,CA,SVM.TO,91.0,90.0,89.0,92.0,91.0,84.0,87.0,87.0,83.0,88.0,89.0,89.0,87.0,89.0,74.0,82.0,75.0
Guardian Capital Group Limited,Financial Services,Asset Management,CA,GCG-A.TO,90.0,92.0,91.0,10.0,87.0,98.0,82.0,92.0,76.0,70.0,70.0,68.0,65.0,64.0,64.0,66.0,65.0
Coastal Financial Corporation,Financial Services,Banks - Regional,US,CCB,46.0,69.0,59.0,52.0,29.0,60.0,64.0,68.0,77.0,78.0,78.0,80.0,82.0,81.0,78.0,15.0,14.0
"Yext, Inc.",Technology,Software - Infrastructure,US,YEXT,37.0,48.0,23.0,27.0,45.0,46.0,40.0,20.0,18.0,16.0,14.0,13.0,11.0,11.0,11.0,10.0,
Deluxe Corporation,Communication Services,Advertising Agencies,US,DLX,67.0,65.0,63.0,68.0,67.0,68.0,61.0,64.0,61.0,61.0,65.0,67.0,69.0,70.0,69.0,68.0,67.0
"Janus International Group, Inc.",Industrials,Construction,US,JBI,75.0,78.0,63.0,77.0,77.0,79.0,74.0,78.0,67.0,60.0,70.0,21.0,67.0,,,,
Premier Financial Corp.,Financial Services,Banks - Regional,US,PFC,30.0,25.0,100.0,100.0,100.0,100.0,100.0,25.0,87.0,89.0,77.0,83.0,87.0,85.0,87.0,86.0,84.0
Redfin Corporation,Real Estate,Real Estate - Services,US,RDFN,23.0,21.0,19.0,20.0,14.0,21.0,19.0,21.0,19.0,21.0,36.0,17.0,16.0,17.0,14.0,12.0,10.0
Bel Fuse Inc.,Technology,"Hardware, Equipment & Parts",US,BELFB,64.0,65.0,56.0,71.0,67.0,66.0,65.0,64.0,49.0,39.0,38.0,32.0,35.0,31.0,35.0,34.0,27.0
"First Mid Bancshares, Inc.",Financial Services,Banks - Regional,US,FMBH,79.0,25.0,80.0,21.0,22.0,70.0,79.0,25.0,87.0,74.0,81.0,82.0,84.0,84.0,85.0,84.0,84.0
Aris Mining Corporation,Basic Materials,Other Precious Metals,CA,ARIS.TO,77.0,85.0,70.0,79.0,78.0,88.0,84.0,84.0,80.0,84.0,86.0,86.0,75.0,66.0,66.0,66.0,31.0
"Cogent Biosciences, Inc.",Healthcare,Biotechnology,US,COGT,4.0,25.0,23.0,28.0,29.0,6.0,24.0,25.0,24.0,23.0,3.0,8.0,5.0,5.0,5.0,5.0,
"Pulse Biosciences, Inc.",Healthcare,Medical - Instruments & Supplies,US,PLSE,5.0,25.0,23.0,28.0,29.0,7.0,24.0,25.0,1.0,2.0,25.0,22.0,20.0,19.0,18.0,17.0,15.0
"Dynex Capital, Inc.",Real Estate,REIT - Mortgage,US,DX,100.0,25.0,23.0,98.0,99.0,19.0,98.0,25.0,97.0,97.0,98.0,99.0,100.0,99.0,99.0,99.0,99.0
Interfor Corporation,Basic Materials,"Paper, Lumber & Forest Products",CA,IFP.TO,24.0,23.0,17.0,22.0,26.0,23.0,42.0,23.0,68.0,79.0,72.0,35.0,52.0,52.0,45.0,32.0,41.0
Ag Growth International Inc.,Industrials,Agricultural - Machinery,CA,AFN.TO,55.0,63.0,62.0,67.0,61.0,66.0,66.0,63.0,56.0,50.0,41.0,52.0,55.0,53.0,53.0,41.0,55.0
"Emerald Holding, Inc.",Communication Services,Advertising Agencies,US,EEX,74.0,74.0,46.0,61.0,79.0,65.0,55.0,74.0,94.0,60.0,13.0,76.0,79.0,79.0,83.0,83.0,77.0
Soho House & Co Inc.,Consumer Cyclical,Travel Lodging,US,SHCO,35.0,51.0,44.0,45.0,64.0,57.0,50.0,51.0,38.0,19.0,17.0,34.0,37.0,,,,
"89bio, Inc.",Healthcare,Biotechnology,US,ETNB,1.0,25.0,23.0,28.0,29.0,2.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,,,,
"Transcat, Inc.",Industrials,Industrial - Distribution,US,TRNS,57.0,61.0,56.0,63.0,69.0,58.0,46.0,58.0,51.0,49.0,51.0,49.0,44.0,43.0,40.0,38.0,37.0
"Collegium Pharmaceutical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,US,COLL,94.0,92.0,89.0,92.0,93.0,94.0,94.0,92.0,43.0,44.0,64.0,17.0,16.0,5.0,1.0,17.0,15.0
"Eve Holding, Inc.",Industrials,Aerospace & Defense,US,EVEX,1.0,25.0,23.0,28.0,29.0,2.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,,,,
"AMN Healthcare Services, Inc.",Healthcare,Medical - Care Facilities,US,AMN,47.0,61.0,41.0,56.0,56.0,53.0,58.0,60.0,57.0,56.0,51.0,49.0,48.0,49.0,47.0,42.0,37.0
"Weave Communications, Inc.",Technology,Software - Application,US,WEAV,27.0,20.0,21.0,18.0,19.0,26.0,21.0,20.0,17.0,14.0,13.0,10.0,,,,,
Clairvest Group Inc.,Financial Services,Asset Management,CA,CVG.TO,89.0,41.0,23.0,99.0,97.0,14.0,98.0,90.0,96.0,94.0,96.0,97.0,95.0,95.0,94.0,94.0,94.0
Unitil Corporation,Utilities,Diversified Utilities,US,UTL,83.0,80.0,76.0,82.0,83.0,83.0,73.0,79.0,70.0,72.0,77.0,76.0,71.0,72.0,73.0,69.0,67.0
Angi Inc.,Communication Services,Internet Content & Information,US,ANGI,50.0,50.0,53.0,55.0,53.0,54.0,40.0,49.0,24.0,23.0,43.0,49.0,55.0,13.0,29.0,33.0,14.0
Planet Labs PBC,Industrials,Aerospace & Defense,US,PL,18.0,13.0,13.0,13.0,13.0,14.0,11.0,12.0,12.0,16.0,15.0,,,,,,
"Proto Labs, Inc.",Industrials,Manufacturing - Metal Fabrication,US,PRLB,57.0,61.0,61.0,58.0,60.0,48.0,59.0,60.0,80.0,59.0,68.0,70.0,70.0,69.0,70.0,73.0,76.0
BSR Real Estate Investment Trust,Real Estate,REIT - Residential,CA,HOM-UN.TO,67.0,10.0,10.0,95.0,90.0,95.0,98.0,10.0,97.0,10.0,88.0,81.0,81.0,70.0,48.0,11.0,
"Par Pacific Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,US,PARR,38.0,55.0,41.0,43.0,42.0,42.0,49.0,54.0,43.0,34.0,21.0,34.0,34.0,36.0,18.0,26.0,15.0
"Hyster-Yale Materials Handling, Inc.",Industrials,Agricultural - Machinery,US,HY,44.0,49.0,42.0,55.0,56.0,47.0,45.0,49.0,34.0,22.0,36.0,33.0,32.0,34.0,29.0,32.0,32.0
"HealthStream, Inc.",Healthcare,Medical - Healthcare Information Services,US,HSTM,72.0,73.0,71.0,72.0,74.0,71.0,69.0,73.0,62.0,61.0,65.0,60.0,59.0,54.0,48.0,53.0,55.0
Bicara Therapeutics Inc. Common Stock,Healthcare,Biotechnology,US,BCAX,,,,,,,,,,,,,,,,,
Ducommun Incorporated,Industrials,Aerospace & Defense,US,DCO,48.0,54.0,48.0,57.0,59.0,53.0,51.0,53.0,43.0,52.0,46.0,43.0,37.0,33.0,33.0,27.0,35.0
Phibro Animal Health Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,US,PAHC,51.0,53.0,53.0,51.0,57.0,54.0,24.0,56.0,45.0,46.0,48.0,48.0,49.0,50.0,46.0,53.0,39.0
FTAI Infrastructure Inc.,Industrials,Conglomerates,US,FIP,41.0,51.0,54.0,74.0,61.0,72.0,24.0,50.0,18.0,16.0,13.0,14.0,,,,,
ADENTRA Inc.,Industrials,Industrial - Distribution,CA,ADEN.TO,47.0,51.0,48.0,51.0,51.0,51.0,44.0,50.0,48.0,51.0,45.0,41.0,34.0,35.0,34.0,34.0,31.0
"Array Technologies, Inc.",Energy,Solar,US,ARRY,29.0,68.0,11.0,72.0,62.0,57.0,61.0,67.0,39.0,34.0,62.0,61.0,14.0,,,,
"Saul Centers, Inc.",Real Estate,REIT - Retail,US,BFS,95.0,95.0,94.0,94.0,94.0,93.0,98.0,95.0,83.0,85.0,95.0,88.0,84.0,85.0,85.0,86.0,86.0
"Heartland Express, Inc.",Industrials,Trucking,US,HTLD,59.0,72.0,60.0,65.0,59.0,59.0,22.0,71.0,75.0,40.0,55.0,50.0,47.0,36.0,49.0,45.0,45.0
"John B. Sanfilippo & Son, Inc.",Consumer Defensive,Packaged Foods,US,JBSS,48.0,56.0,50.0,52.0,54.0,53.0,51.0,56.0,45.0,47.0,48.0,40.0,36.0,37.0,33.0,33.0,31.0
"Vir Biotechnology, Inc.",Healthcare,Biotechnology,US,VIR,8.0,5.0,1.0,2.0,10.0,7.0,100.0,5.0,90.0,70.0,5.0,1.0,1.0,0.0,,,
Brandywine Realty Trust,Real Estate,REIT - Office,US,BDN,21.0,68.0,8.0,92.0,43.0,91.0,90.0,68.0,88.0,89.0,91.0,91.0,96.0,94.0,90.0,92.0,90.0
"Enfusion, Inc.",Technology,Software - Application,US,ENFN,48.0,60.0,55.0,56.0,44.0,52.0,53.0,59.0,22.0,7.0,52.0,71.0,,,,,
Trican Well Service Ltd.,Energy,Oil & Gas Equipment & Services,CA,TCW.TO,74.0,76.0,72.0,70.0,78.0,73.0,74.0,76.0,66.0,62.0,51.0,40.0,44.0,58.0,17.0,14.0,40.0
"Heidrick & Struggles International, Inc.",Industrials,Staffing & Employment Services,US,HSII,48.0,55.0,50.0,51.0,51.0,55.0,50.0,55.0,51.0,53.0,73.0,51.0,47.0,60.0,40.0,39.0,37.0
"Accel Entertainment, Inc.",Consumer Cyclical,"Gambling, Resorts & Casinos",US,ACEL,56.0,62.0,54.0,59.0,62.0,60.0,57.0,61.0,57.0,58.0,20.0,55.0,19.0,18.0,58.0,,
Ecovyst Inc.,Basic Materials,Chemicals - Specialty,US,ECVT,76.0,83.0,76.0,78.0,75.0,76.0,80.0,83.0,70.0,70.0,80.0,72.0,68.0,62.0,60.0,68.0,66.0
"CommScope Holding Company, Inc.",Technology,Communication Equipment,US,COMM,64.0,54.0,64.0,73.0,60.0,65.0,59.0,53.0,53.0,49.0,55.0,46.0,60.0,61.0,63.0,56.0,63.0
"Nextdoor Holdings, Inc.",Communication Services,Internet Content & Information,US,KIND,16.0,11.0,14.0,10.0,11.0,13.0,10.0,11.0,12.0,13.0,11.0,9.0,,,,,
"Owens & Minor, Inc.",Healthcare,Medical - Distribution,US,OMI,38.0,45.0,41.0,46.0,46.0,47.0,36.0,44.0,38.0,40.0,39.0,33.0,30.0,29.0,29.0,27.0,26.0
Zymeworks Inc.,Healthcare,Biotechnology,CA,ZYME,12.0,8.0,7.0,9.0,6.0,12.0,7.0,8.0,75.0,4.0,5.0,4.0,9.0,14.0,5.0,5.0,3.0
"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,US,RWT,99.0,25.0,91.0,98.0,98.0,97.0,8.0,25.0,3.0,94.0,100.0,93.0,99.0,98.0,98.0,97.0,98.0
"indie Semiconductor, Inc.",Technology,Semiconductors,US,INDI,18.0,13.0,9.0,12.0,10.0,21.0,11.0,13.0,10.0,8.0,11.0,20.0,12.0,,,,
Perpetua Resources Corp.,Basic Materials,Other Precious Metals,US,PPTA.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,19.0,18.0,17.0,15.0
"Penguin Solutions, Inc.",Technology,"Hardware, Equipment & Parts",US,PENG,,,,,,,,,,,,,,,,,
"Mission Produce, Inc.",Consumer Defensive,Food Distribution,US,AVO,45.0,46.0,49.0,48.0,52.0,42.0,46.0,45.0,39.0,48.0,51.0,57.0,34.0,,,,
"Golden Entertainment, Inc.",Consumer Cyclical,"Gambling, Resorts & Casinos",US,GDEN,64.0,90.0,66.0,73.0,90.0,69.0,60.0,89.0,66.0,74.0,57.0,61.0,60.0,48.0,44.0,41.0,25.0
"E2open Parent Holdings, Inc.",Technology,Software - Application,US,ETWO,76.0,78.0,74.0,75.0,79.0,75.0,72.0,80.0,69.0,22.0,60.0,62.0,,,,,
Metals Acquisition Corp,Financial Services,Shell Companies,US,MTAL,40.0,13.0,72.0,74.0,10.0,28.0,24.0,13.0,24.0,23.0,,,,,,,
"Shoe Carnival, Inc.",Consumer Cyclical,Apparel - Retail,US,SCVL,50.0,56.0,49.0,56.0,55.0,53.0,52.0,61.0,60.0,38.0,45.0,42.0,37.0,36.0,36.0,34.0,34.0
Evertz Technologies Limited,Technology,Communication Equipment,CA,ET.TO,71.0,74.0,62.0,61.0,73.0,71.0,70.0,76.0,70.0,70.0,72.0,71.0,66.0,68.0,71.0,70.0,69.0
Africa Oil Corp.,Energy,Oil & Gas Exploration & Production,CA,AOI.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,19.0,18.0,17.0,15.0
Viad Corp,Industrials,Specialty Business Services,US,VVI,55.0,58.0,69.0,66.0,40.0,44.0,98.0,57.0,41.0,22.0,14.0,97.0,46.0,44.0,42.0,36.0,35.0
Jack in the Box Inc.,Consumer Cyclical,Restaurants,US,JACK,70.0,49.0,71.0,72.0,73.0,70.0,67.0,70.0,65.0,73.0,70.0,74.0,73.0,64.0,64.0,61.0,59.0
"National Vision Holdings, Inc.",Consumer Cyclical,Specialty Retail,US,EYE,40.0,43.0,41.0,47.0,54.0,39.0,68.0,43.0,45.0,54.0,54.0,48.0,42.0,43.0,44.0,40.0,35.0
Nuvation Bio Inc.,Healthcare,Biotechnology,US,NUVB,2.0,25.0,2.0,2.0,29.0,2.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,,,,
"Energy Recovery, Inc.",Industrials,Industrial - Pollution & Treatment Controls,US,ERII,63.0,71.0,71.0,23.0,10.0,85.0,83.0,70.0,64.0,63.0,81.0,64.0,64.0,48.0,38.0,11.0,8.0
"TechTarget, Inc.",Communication Services,Internet Content & Information,US,TTGT,41.0,52.0,55.0,52.0,43.0,41.0,37.0,52.0,72.0,65.0,66.0,66.0,59.0,52.0,45.0,56.0,48.0
Univest Financial Corporation,Financial Services,Banks - Regional,US,UVSP,74.0,25.0,82.0,26.0,28.0,35.0,76.0,25.0,84.0,84.0,72.0,81.0,83.0,82.0,68.0,77.0,74.0
"Claros Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,US,CMTG,69.0,25.0,23.0,91.0,12.0,99.0,11.0,25.0,98.0,95.0,96.0,95.0,18.0,,,,
"ZipRecruiter, Inc.",Industrials,Staffing & Employment Services,US,ZIP,48.0,68.0,44.0,54.0,42.0,67.0,73.0,67.0,53.0,34.0,64.0,32.0,,,,,
"ArriVent BioPharma, Inc. Common Stock",Healthcare,Biotechnology,US,AVBP,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,,,,,,,
Taseko Mines Limited,Basic Materials,Copper,CA,TKO.TO,88.0,89.0,76.0,48.0,72.0,87.0,86.0,89.0,66.0,86.0,75.0,56.0,72.0,81.0,50.0,50.0,41.0
A W FOOD SERVICES OF CANADA INC,Consumer Cyclical,Restaurants,CA,AW.TO,,,,,,,,,,,,,,,,,
MoneyLion Inc.,Technology,Software - Application,US,ML,49.0,42.0,52.0,53.0,63.0,44.0,36.0,42.0,15.0,11.0,15.0,8.0,,,,,
SLR Investment Corp.,Financial Services,Asset Management,US,SLRC,93.0,96.0,23.0,95.0,97.0,94.0,39.0,96.0,99.0,97.0,95.0,97.0,98.0,98.0,99.0,99.0,98.0
"CBL & Associates Properties, Inc.",Real Estate,REIT - Retail,US,CBL,94.0,92.0,96.0,92.0,91.0,92.0,91.0,92.0,89.0,92.0,93.0,94.0,10.0,60.0,65.0,49.0,66.0
Rupert Resources Ltd.,Basic Materials,Gold,CA,RUP.TO,30.0,25.0,23.0,28.0,29.0,28.0,24.0,25.0,24.0,23.0,25.0,22.0,20.0,19.0,18.0,17.0,15.0
"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional,US,CFFN,73.0,83.0,87.0,25.0,25.0,25.0,12.0,7.0,23.0,22.0,24.0,21.0,18.0,17.0,15.0,15.0,13.0
"JELD-WEN Holding, Inc.",Industrials,Construction,US,JELD,36.0,50.0,21.0,50.0,47.0,45.0,49.0,50.0,39.0,41.0,40.0,38.0,35.0,37.0,35.0,37.0,31.0
Heritage Financial Corporation,Financial Services,Banks - Regional,US,HFWA,58.0,25.0,73.0,24.0,25.0,36.0,83.0,25.0,81.0,83.0,70.0,86.0,79.0,81.0,82.0,82.0,74.0
Shawcor Ltd.,Energy,Oil & Gas Equipment & Services,CA,MATR.TO,54.0,61.0,59.0,65.0,55.0,63.0,67.0,60.0,45.0,46.0,45.0,45.0,42.0,53.0,32.0,48.0,57.0
"Paragon 28, Inc.",Healthcare,Medical - Devices,US,FNA,23.0,17.0,19.0,18.0,17.0,21.0,21.0,17.0,19.0,22.0,52.0,41.0,,,,,
"MetroCity Bankshares, Inc.",Financial Services,Banks - Regional,US,MCBS,85.0,25.0,84.0,86.0,84.0,79.0,92.0,25.0,100.0,92.0,92.0,94.0,94.0,94.0,93.0,94.0,15.0
"Eagle Bancorp, Inc.",Financial Services,Banks - Regional,US,EGBN,24.0,25.0,81.0,11.0,22.0,36.0,87.0,25.0,95.0,94.0,90.0,92.0,96.0,95.0,94.0,92.0,88.0
Target Hospitality Corp.,Industrials,Specialty Business Services,US,TH,91.0,94.0,90.0,83.0,90.0,91.0,93.0,93.0,85.0,79.0,78.0,80.0,78.0,84.0,89.0,,
Slate Grocery REIT,Real Estate,REIT - Retail,CA,SGR-UN.TO,70.0,88.0,92.0,28.0,76.0,95.0,95.0,88.0,95.0,96.0,94.0,94.0,92.0,94.0,93.0,94.0,94.0
"Granite Ridge Resources, Inc",Financial Services,Shell Companies,US,GRNT,96.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,96.0,36.0,94.0,93.0,,,,,
"CrossFirst Bankshares, Inc.",Financial Services,Banks - Regional,US,CFB,66.0,87.0,86.0,40.0,24.0,37.0,83.0,87.0,100.0,88.0,54.0,78.0,89.0,79.0,,,
Extendicare Inc.,Healthcare,Medical - Care Facilities,CA,EXE.TO,50.0,51.0,53.0,60.0,52.0,50.0,50.0,51.0,38.0,44.0,53.0,44.0,41.0,41.0,42.0,40.0,53.0
"NB Bancorp, Inc. Common Stock",Financial Services,Banks - Regional,US,NBBK,49.0,25.0,68.0,26.0,81.0,15.0,80.0,25.0,77.0,77.0,,,,,,,
GDI Integrated Facility Services Inc.,Industrials,Specialty Business Services,CA,GDI.TO,40.0,47.0,45.0,47.0,45.0,45.0,43.0,47.0,42.0,44.0,48.0,37.0,34.0,33.0,31.0,27.0,24.0
Liquidia Corporation,Healthcare,Biotechnology,US,LQDA,8.0,6.0,5.0,5.0,4.0,7.0,5.0,6.0,7.0,7.0,1.0,4.0,3.0,5.0,7.0,,
Herbalife Nutrition Ltd.,Consumer Defensive,Packaged Foods,US,HLF,48.0,55.0,57.0,54.0,52.0,48.0,47.0,54.0,54.0,55.0,57.0,56.0,55.0,56.0,48.0,55.0,46.0
Bumble Inc.,Technology,Software - Application,US,BMBL,16.0,58.0,6.0,79.0,82.0,69.0,50.0,57.0,23.0,21.0,67.0,66.0,18.0,,,,
"Guess', Inc.",Consumer Cyclical,Apparel - Retail,US,GES,46.0,58.0,45.0,44.0,29.0,68.0,45.0,52.0,50.0,34.0,42.0,35.0,33.0,33.0,34.0,33.0,40.0
"Plymouth Industrial REIT, Inc.",Real Estate,REIT - Industrial,US,PLYM,94.0,96.0,93.0,94.0,94.0,92.0,93.0,96.0,90.0,91.0,92.0,91.0,85.0,84.0,88.0,82.0,9.0
Guild Holdings Company,Financial Services,Financial - Mortgages,US,GHLD,25.0,54.0,10.0,84.0,85.0,15.0,70.0,53.0,82.0,70.0,78.0,34.0,72.0,,,,
"MediaAlpha, Inc.",Communication Services,Internet Content & Information,US,MAX,39.0,20.0,47.0,46.0,45.0,36.0,16.0,20.0,48.0,34.0,38.0,43.0,46.0,,,,
Central Pacific Financial Corp.,Financial Services,Banks - Regional,US,CPF,58.0,25.0,78.0,61.0,70.0,94.0,61.0,25.0,84.0,85.0,73.0,80.0,88.0,87.0,87.0,88.0,82.0
"Carlyle Secured Lending, Inc.",Financial Services,Asset Management,US,CGBD,67.0,97.0,97.0,93.0,99.0,96.0,91.0,97.0,96.0,98.0,88.0,97.0,99.0,99.0,99.0,99.0,96.0
SITE Centers Corp.,Real Estate,REIT - Retail,US,SITC,94.0,94.0,91.0,99.0,82.0,99.0,94.0,94.0,92.0,96.0,94.0,96.0,86.0,88.0,95.0,94.0,93.0
ProAssurance Corporation,Financial Services,Insurance - Property & Casualty,US,PRA,40.0,41.0,41.0,47.0,42.0,39.0,16.0,41.0,39.0,59.0,16.0,20.0,40.0,62.0,69.0,66.0,79.0
"The Hackett Group, Inc.",Technology,Information Technology Services,US,HCKT,65.0,68.0,64.0,67.0,66.0,64.0,64.0,68.0,62.0,60.0,47.0,53.0,52.0,48.0,48.0,40.0,34.0
ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,US,PUMP,42.0,70.0,13.0,66.0,74.0,66.0,53.0,69.0,68.0,56.0,59.0,69.0,66.0,48.0,27.0,42.0,
"Canadian General Investments, Limited",Financial Services,Asset Management,CA,CGI.TO,84.0,25.0,98.0,39.0,71.0,18.0,99.0,25.0,97.0,99.0,99.0,99.0,97.0,98.0,97.0,98.0,96.0
"Carlyle Secured Lending, Inc. 8.20% Notes due 2028",Financial Services,Investment - Banking & Investment Services,US,CGBDL,98.0,97.0,93.0,99.0,97.0,95.0,89.0,96.0,90.0,99.0,86.0,94.0,79.0,94.0,96.0,83.0,
"Healthcare Services Group, Inc.",Healthcare,Medical - Care Facilities,US,HCSG,40.0,46.0,45.0,39.0,47.0,56.0,23.0,45.0,38.0,37.0,42.0,35.0,35.0,36.0,37.0,34.0,25.0
"Astec Industries, Inc.",Industrials,Agricultural - Machinery,US,ASTE,38.0,48.0,38.0,51.0,48.0,46.0,36.0,47.0,37.0,39.0,47.0,34.0,16.0,33.0,38.0,33.0,31.0
Doman Building Materials Group Ltd.,Basic Materials,Construction Materials,CA,DBM.TO,44.0,52.0,47.0,50.0,51.0,47.0,46.0,51.0,42.0,46.0,48.0,40.0,35.0,35.0,33.0,29.0,27.0
"Aris Water Solutions, Inc.",Utilities,Regulated Water,US,ARIS,89.0,87.0,87.0,88.0,90.0,87.0,87.0,87.0,84.0,92.0,79.0,74.0,59.0,55.0,46.0,35.0,60.0
Trinity Capital Inc.,Financial Services,Asset Management,US,TRIN,65.0,95.0,95.0,98.0,10.0,92.0,96.0,95.0,100.0,97.0,15.0,22.0,,,,,
Computer Modelling Group Ltd.,Technology,Software - Application,CA,CMG.TO,80.0,86.0,77.0,77.0,82.0,81.0,85.0,88.0,84.0,89.0,90.0,85.0,80.0,84.0,86.0,86.0,86.0
